Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20110701;41.25;41.25;41.25;41.25;-
20110704;41.25;41.25;41.25;41.25;-
20110705;41.25;41.25;41.25;41.25;-
20110706;41.25;41.25;41.25;41.25;-
20110707;41.25;41.25;41.25;41.25;-
20110708;41.25;41.25;41.25;41.25;-
20110711;41.25;41.25;41.25;41.25;-
20110712;41.25;41.25;41.25;41.25;-
20110713;41.25;41.25;41.25;41.25;-
20110714;41.25;41.25;41.25;41.25;-
20110715;41.25;41.25;41.25;41.25;-
20110718;37.5;37.5;37.5;41.25;200
20110719;37.5;37.5;37.5;37.5;-
20110720;33.75;33.75;33.75;37.5;500
20110721;33.75;33.75;33.75;33.75;100
20110722;33.75;33.75;33.75;33.75;100
20110725;33.75;33.75;33.75;33.75;-
20110726;33.75;33.75;33.75;33.75;200
20110727;33.75;33.75;33.75;33.75;-
20110728;33.75;33.75;33.75;33.75;-
20110729;33.75;33.75;33.75;33.75;-
