Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20200504;70.0;70.0;70.0;66.5;500
20200505;70.0;70.0;70.0;70.0;-
20200506;70.0;70.0;70.0;70.0;-
20200507;70.0;70.0;70.0;70.0;-
20200508;70.0;70.0;70.0;70.0;-
20200511;70.0;70.0;70.0;70.0;-
20200512;72.0;72.0;72.0;70.0;800
20200513;72.0;72.0;72.0;72.0;-
20200514;79.0;79.0;79.0;72.0;200
20200515;79.0;79.0;79.0;79.0;-
20200518;79.0;79.0;79.0;79.0;-
20200519;79.0;79.0;79.0;79.0;-
20200520;79.0;79.0;79.0;79.0;-
20200521;79.0;79.0;79.0;79.0;-
20200522;79.0;79.0;79.0;79.0;-
20200525;79.0;79.0;79.0;79.0;-
20200526;79.0;79.0;79.0;79.0;100
20200527;79.0;79.0;79.0;79.0;300
20200528;79.0;79.0;79.0;79.0;200
20200529;79.0;79.0;79.0;79.0;200
