20151201,18.8,18.8,18.8,500
20151202,18.8,18.8,18.8,800
20151203,18.8,18.8,18.8,-
20151204,20.0,20.0,20.0,100
20151207,20.0,20.0,20.0,-
20151208,19.85,19.85,19.85,2.44M
20151209,19.85,19.85,19.85,1.49M
20151210,19.85,19.85,19.85,-
20151211,19.9,20.25,20.0,2.78M
20151214,20.0,20.0,20.0,15000
20151215,20.0,20.0,20.0,8600
20151216,20.0,20.0,20.0,5700
20151217,20.0,21.0,20.75,31600
20151218,21.0,21.0,21.0,-
20151221,21.0,21.0,21.0,-
20151222,21.0,21.0,21.0,-
20151223,21.0,21.0,21.0,100
20151224,21.0,23.0,22.25,300
20151228,22.25,22.25,22.25,-
20151229,22.25,22.25,22.25,-
20151230,22.25,22.25,22.25,-
20151231,22.25,22.25,22.25,-
