20141201,1.85,2.0,1.95,772600
20141202,1.95,2.0,1.95,1.21M
20141203,1.85,2.0,1.9,1.65M
20141204,1.8,2.0,1.85,1.27M
20141205,1.8,1.95,1.85,478100
20141208,1.75,2.0,1.8,809000
20141209,1.65,1.85,1.65,2.72M
20141210,1.6,1.8,1.65,2.19M
20141211,1.7,1.85,1.75,57000
20141215,1.85,1.9,1.85,1.68M
20141216,1.75,2.05,1.9,3.42M
20141217,1.75,1.95,1.85,2.37M
20141218,1.8,1.95,1.85,553500
20141219,1.85,2.0,1.9,1.14M
20141222,1.9,2.0,1.9,2.42M
20141223,1.9,2.0,1.9,2.87M
20141224,1.9,2.0,1.9,1.85M
20141229,1.9,1.95,1.9,1.10M
20141230,1.85,2.0,1.9,742200
20141231,1.9,2.0,1.95,364900
