Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;25.5;25.5;25.5;25.5;2200
KUKZ;Kakuzi;85.0;86.0;85.5;85.0;1900
KAPC;Kapchorua Tea Kenya Plc;125.0;125.0;125.0;125.0;-
LIMT;Limuru Tea Plc;470.0;470.0;470.0;460.0;100
SASN;Sasini Tea and Coffee Ltd;13.0;13.4;13.05;12.9;39300
WTK;Williamson Tea Kenya Plc;274.0;274.0;274.0;274.0;1000
CGEN;Car and General (K) Ltd;26.75;26.75;26.75;26.75;700
ABSA;ABSA Bank Kenya Plc;17.4;17.7;17.5;17.4;605400
COOP;Co-operative Bank of Kenya Ltd;16.9;17.05;16.95;16.95;408100
DTK;Diamond Trust Bank Kenya Ltd;152.0;155.0;154.0;153.0;313900
EQTY;Equity Group Holdings Ltd;34.0;35.25;35.0;35.5;1176600
HFCK;HF Group Ltd;24.0;25.25;24.55;25.0;60700
KCB;KCB Group Plc;42.0;42.5;42.0;42.25;2160600
NBK;National Bank of Kenya Ltd;22.75;23.0;22.75;22.75;93600
NCBA;NCBA Group Plc;52.0;53.5;52.75;53.25;35700
SBIC;Stanbic Holdings Plc;64.0;64.0;64.0;64.0;25700
SCBK;Standard Chartered Bank Kenya Ltd;312.0;320.0;317.25;317.25;15400
EVRD;Eveready East Africa Ltd;3.4;3.7;3.5;3.4;454100
XPRS;Express Ltd;4.25;4.3;4.25;4.2;300
KQ;Kenya Airways Plc;10.9;11.0;10.95;10.95;330900
LKL;Longhorn Publishers Plc;9.0;9.0;9.0;9.0;1000
NMG;Nation Media Group Plc;385.0;400.0;395.0;398.0;12800
SMER;Sameer Africa Plc;5.5;5.75;5.7;5.65;20300
SGL;Standard Group Ltd;35.0;35.0;35.0;32.25;100
TPSE;TPS Eastern Africa (Serena) Ltd;53.0;54.5;53.0;53.5;26900
UCHM;Uchumi Supermarket Ltd;21.75;23.0;22.0;21.75;140900
SCAN;WPP ScanGroup Plc;69.0;71.0;69.5;71.5;1700
ARM;ARM Cement Ltd;67.5;68.0;67.5;67.5;7400
BAMB;Bamburi Cement Ltd;205.0;206.0;205.0;204.0;173800
CRWN;Crown Berger Ltd;55.0;55.5;55.0;55.0;2500
CABL;East African Cables Ltd;16.75;17.0;16.75;17.1;43900
PORT;East African Portland Cement Ltd;54.5;57.5;56.0;57.0;6800
KENO;KenolKobil Ltd;10.3;10.55;10.4;10.3;1893900
KEGN;Kenya Electricity Generating Company Plc;15.85;16.05;15.9;15.9;644600
KPLC;Kenya Power and Lighting Ltd;19.3;19.7;19.45;19.55;203800
KPLC-P4;KPLC-P4;7.65;7.65;7.65;7.65;-
KPLC-P7;KPLC-P7;5.5;5.5;5.5;5.5;-
TOTL;Total Kenya Ltd;16.0;16.75;16.0;16.0;20500
BRIT;Britam Holdings Ltd;8.5;9.15;9.0;9.1;629800
CIC;CIC Insurance Group Ltd;5.5;5.8;5.6;5.7;357200
JUB;Jubilee Holdings Ltd;268.0;270.0;269.0;267.0;26600
KNRE;Kenya Re-Insurance Corporation Ltd;16.7;17.0;16.9;16.75;111600
LBTY;Liberty Kenya Holdings Ltd;12.75;14.05;13.3;13.9;242000
SLAM;Sanlam Kenya Plc;61.5;63.0;62.0;62.5;22300
CTUM;Centum Investment Company Ltd;20.75;21.75;21.25;21.6;157800
OCH;Olympia Capital Holdings Ltd;4.5;5.0;4.65;4.65;4500
TCL;Trans-Century Ltd;34.0;36.5;34.75;36.75;55200
BAT;BAT Kenya Plc;542.0;543.0;542.0;542.0;25100
BOC;BOC Kenya Plc;110.0;110.0;110.0;110.0;2600
CARB;Carbacid Investments Plc;130.0;130.0;130.0;136.0;10000
EABL;East African Breweries Ltd;302.0;305.0;304.0;303.0;183000
ORCH;Kenya Orchards Ltd;3.0;3.0;3.0;3.0;-
MSC;Mumias Sugar Company Ltd;4.85;5.0;4.95;5.0;1088200
UNGA;Unga Group Ltd;15.55;15.8;15.55;15.35;10300
SCOM;Safaricom Plc;6.3;6.55;6.5;6.5;11991200
^FNK15;FTSE NSE Kenya 15 Index;158.26;158.26;158.26;158.8;-
^FNK25;FTSE NSE Kenya 25 Index;161.12;161.12;161.12;161.58;-
^N20I;NSE 20-Share Index;5020.5;5020.5;5020.5;5027.9;-
^NASI;NSE All-Share Index;121.71;121.71;121.71;122.14;-
;;;;;;
