Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;34.0;34.0;34.0;34.0;-
KUKZ;Kakuzi;67.5;67.5;67.5;67.5;56200
KAPC;Kapchorua Tea Kenya Plc;97.0;105.0;97.5;97.0;1300
LIMT;Limuru Tea Plc;312.0;312.0;312.0;312.0;-
SASN;Sasini Tea and Coffee Ltd;12.25;13.0;12.4;12.65;25100
WTK;Williamson Tea Kenya Plc;184.0;184.0;184.0;180.0;3100
CGEN;Car and General (K) Ltd;24.75;24.75;24.75;26.0;1100
ABSA;ABSA Bank Kenya Plc;10.8;11.3;11.0;11.35;5272800
COOP;Co-operative Bank of Kenya Ltd;14.0;14.25;14.15;14.1;491500
DTK;Diamond Trust Bank Kenya Ltd;98.0;98.5;98.0;98.5;30500
EQTY;Equity Group Holdings Ltd;17.8;18.2;17.95;18.25;1269300
HFCK;HF Group Ltd;16.5;16.7;16.55;16.5;9200
KCB;KCB Group Plc;16.5;17.5;16.8;17.0;1882000
NBK;National Bank of Kenya Ltd;21.5;22.25;22.0;21.25;36900
NCBA;NCBA Group Plc;31.25;31.5;31.45;31.6;10900
SBIC;Stanbic Holdings Plc;49.0;49.0;49.0;49.0;-
SCBK;Standard Chartered Bank Kenya Ltd;185.0;193.0;189.25;194.25;9000
EVRD;Eveready East Africa Ltd;1.9;2.0;1.9;1.95;3100
XPRS;Express Ltd;4.1;4.1;4.1;4.1;500
KQ;Kenya Airways Plc;27.0;28.25;27.25;28.0;70600
NMG;Nation Media Group Plc;140.0;141.0;140.0;140.0;12600
SMER;Sameer Africa Plc;4.4;5.0;4.75;4.8;92700
SGL;Standard Group Ltd;29.0;29.0;29.0;28.75;6200
TPSE;TPS Eastern Africa (Serena) Ltd;58.0;59.0;58.5;58.0;1800
UCHM;Uchumi Supermarket Ltd;8.4;8.65;8.5;8.65;119600
SCAN;WPP ScanGroup Plc;35.25;36.5;36.25;36.25;2900
ARM;ARM Cement Ltd;150.0;151.0;150.0;150.0;9700
BAMB;Bamburi Cement Ltd;150.0;150.0;150.0;160.0;500
CRWN;Crown Berger Ltd;27.0;27.0;27.0;27.0;-
CABL;East African Cables Ltd;11.0;11.0;11.0;11.25;11800
PORT;East African Portland Cement Ltd;63.5;63.5;63.5;63.5;-
KENO;KenolKobil Ltd;9.5;10.0;9.7;9.85;154800
KEGN;Kenya Electricity Generating Company Plc;9.35;9.5;9.35;9.3;76400
KPLC;Kenya Power and Lighting Ltd;17.0;18.0;17.55;18.2;49300
KPLC-P4;KPLC-P4;7.65;7.65;7.65;7.65;-
KPLC-P7;KPLC-P7;5.5;5.5;5.5;5.5;-
TOTL;Total Kenya Ltd;18.45;18.45;18.45;18.15;14900
BRIT;Britam Holdings Ltd;6.25;6.6;6.35;6.7;110800
JUB;Jubilee Holdings Ltd;160.0;160.0;160.0;160.0;-
KNRE;Kenya Re-Insurance Corporation Ltd;7.7;8.0;7.82;7.72;20800
SLAM;Sanlam Kenya Plc;24.75;24.75;24.75;24.75;13700
CTUM;Centum Investment Company Ltd;15.0;15.5;15.45;15.35;31700
OCH;Olympia Capital Holdings Ltd;3.9;3.9;3.9;4.05;100
TCL;Trans-Century Ltd;27.0;27.0;27.0;27.0;240300
BAT;BAT Kenya Plc;233.0;233.0;233.0;236.0;100
BOC;BOC Kenya Plc;91.0;91.0;91.0;91.0;100
CARB;Carbacid Investments Plc;115.0;115.0;115.0;115.0;400
EABL;East African Breweries Ltd;167.0;171.0;169.0;170.0;27600
ORCH;Kenya Orchards Ltd;3.0;3.0;3.0;3.0;-
MSC;Mumias Sugar Company Ltd;6.3;6.7;6.45;6.5;268400
UNGA;Unga Group Ltd;9.8;10.3;10.0;10.0;2700
SCOM;Safaricom Plc;3.0;3.2;3.1;3.15;5436000
^N20I;NSE 20-Share Index;3323.44;3323.44;3323.44;3361.51;-
^NASI;NSE All-Share Index;71.36;71.36;71.36;72.29;-
;;;;;;
