Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20080107;12.0;12.5;12.0;12.1;6200
20080108;12.0;13.0;12.25;12.0;21900
20080109;11.05;12.5;11.85;12.25;41000
20080110;11.5;12.0;11.7;11.85;68500
20080111;12.0;12.25;12.0;11.7;11400
20080114;11.5;12.0;11.6;12.0;36200
20080115;11.6;11.8;11.7;11.6;11400
20080116;11.5;11.8;11.6;11.7;4100
20080117;11.5;11.9;11.75;11.6;4900
20080118;11.5;12.0;11.6;11.75;36400
20080121;11.5;12.0;11.6;11.75;36400
20080122;11.0;12.25;11.6;11.6;53100
20080123;10.5;12.0;10.85;11.6;25300
20080124;11.0;11.75;11.0;10.85;16600
20080125;10.5;11.05;10.8;11.0;39400
20080128;10.0;11.0;10.85;10.8;9800
20080129;10.0;10.5;10.2;10.85;103100
20080130;10.0;10.85;10.1;10.2;32200
20080131;9.1;10.1;9.95;10.1;37700
