Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20080102;135.0;149.0;140.0;150.0;87000
20080104;135.0;140.0;138.0;140.0;60700
20080107;140.0;150.0;143.0;138.0;164800
20080108;145.0;150.0;149.0;143.0;439700
20080109;145.0;150.0;147.0;149.0;122300
20080110;144.0;147.0;145.0;147.0;116800
20080111;144.0;146.0;145.0;145.0;162700
20080114;140.0;145.0;142.0;145.0;112100
20080115;135.0;140.0;135.0;142.0;555200
20080116;135.0;145.0;139.0;135.0;200300
20080117;135.0;142.0;138.0;139.0;135100
20080118;137.0;140.0;138.0;138.0;81800
20080121;137.0;140.0;138.0;138.0;81800
20080122;134.0;145.0;135.0;138.0;862600
20080123;130.0;138.0;132.0;135.0;159300
20080124;129.0;134.0;131.0;132.0;43300
20080125;126.0;138.0;134.0;131.0;190400
20080128;125.0;134.0;130.0;134.0;100500
20080129;120.0;130.0;125.0;130.0;145400
20080130;126.0;134.0;130.0;125.0;117900
20080131;127.0;133.0;129.0;130.0;110000
