Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;29.0;29.0;29.0;29.0;2000
KUKZ;Kakuzi;120.0;120.0;120.0;120.0;1300
KAPC;Kapchorua Tea Kenya Plc;144.0;145.0;144.0;144.0;800
LIMT;Limuru Tea Plc;620.0;620.0;620.0;620.0;-
SASN;Sasini Tea and Coffee Ltd;16.5;16.8;16.75;17.0;1500
WTK;Williamson Tea Kenya Plc;270.0;270.0;270.0;268.0;200
CGEN;Car and General (K) Ltd;31.0;31.0;31.0;31.0;-
ABSA;ABSA Bank Kenya Plc;16.0;16.3;16.15;16.1;2237200
COOP;Co-operative Bank of Kenya Ltd;20.0;20.5;20.0;20.0;295400
DTK;Diamond Trust Bank Kenya Ltd;226.0;235.0;230.0;235.0;4400
EQTY;Equity Group Holdings Ltd;32.0;32.5;32.25;31.75;1308600
HFCK;HF Group Ltd;35.25;36.0;35.5;35.0;26100
IMH;I & M Holdings Plc;129.0;129.0;129.0;129.0;-
KCB;KCB Group Plc;46.25;47.75;47.25;46.25;3347600
NBK;National Bank of Kenya Ltd;28.0;28.5;28.25;27.5;7900
NCBA;NCBA Group Plc;61.0;63.0;61.75;62.25;17700
SBIC;Stanbic Holdings Plc;108.0;110.0;109.0;108.0;101100
SCBK;Standard Chartered Bank Kenya Ltd;317.0;325.0;319.5;315.0;400
EVRD;Eveready East Africa Ltd;3.25;3.5;3.4;3.45;127000
XPRS;Express Ltd;4.6;4.6;4.6;4.25;11100
KQ;Kenya Airways Plc;12.9;13.0;12.95;12.95;176100
LKL;Longhorn Publishers Plc;13.05;13.05;13.05;13.5;1000
NMG;Nation Media Group Plc;311.0;320.0;312.0;310.0;4800
SMER;Sameer Africa Plc;6.5;6.9;6.7;6.9;29100
SGL;Standard Group Ltd;27.5;27.5;27.5;27.5;7200
TPSE;TPS Eastern Africa (Serena) Ltd;42.75;42.75;42.75;42.75;-
UCHM;Uchumi Supermarket Ltd;14.0;15.6;14.5;14.45;168300
SCAN;WPP ScanGroup Plc;46.0;48.75;47.25;46.0;6200
ARM;ARM Cement Ltd;84.0;88.5;84.5;83.0;571400
BAMB;Bamburi Cement Ltd;195.0;195.0;195.0;190.0;200
CRWN;Crown Berger Ltd;84.5;84.5;84.5;84.5;-
CABL;East African Cables Ltd;15.4;15.8;15.75;15.15;7400
PORT;East African Portland Cement Ltd;97.0;100.0;97.0;97.0;135300
KENO;KenolKobil Ltd;9.0;9.8;9.65;9.75;2045400
KEGN;Kenya Electricity Generating Company Plc;11.7;11.9;11.8;11.8;1559200
KPLC;Kenya Power and Lighting Ltd;14.95;15.0;14.95;15.0;1802300
KPLC-P4;KPLC-P4;6.75;6.75;6.75;6.75;-
KPLC-P7;KPLC-P7;5.5;5.5;5.5;5.5;-
TOTL;Total Kenya Ltd;23.5;24.5;23.75;24.75;25600
UMME;Umeme Ltd;13.0;13.0;13.0;13.0;-
BRIT;Britam Holdings Ltd;17.9;18.1;18.0;17.95;288800
CIC;CIC Insurance Group Ltd;8.75;9.15;9.0;8.6;1265700
JUB;Jubilee Holdings Ltd;305.0;308.0;305.0;307.0;8200
KNRE;Kenya Re-Insurance Corporation Ltd;18.65;19.0;18.8;18.7;155000
LBTY;Liberty Kenya Holdings Ltd;17.15;17.5;17.45;17.1;119100
SLAM;Sanlam Kenya Plc;122.0;126.0;125.0;122.0;7600
CTUM;Centum Investment Company Ltd;37.5;38.5;38.05;37.4;124400
HAFR;Home Afrika Ltd;5.15;5.3;5.2;5.25;670900
OCH;Olympia Capital Holdings Ltd;4.1;4.1;4.1;4.0;200
TCL;Trans-Century Ltd;27.25;27.5;27.25;25.0;28000
BAT;BAT Kenya Plc;570.0;570.0;570.0;569.0;8600
BOC;BOC Kenya Plc;145.0;145.0;145.0;145.0;500
CARB;Carbacid Investments Plc;33.75;34.0;33.75;33.75;12500
EABL;East African Breweries Ltd;260.0;266.0;264.0;264.0;506000
ORCH;Kenya Orchards Ltd;5.0;5.0;5.0;5.0;-
MSC;Mumias Sugar Company Ltd;3.2;3.3;3.2;3.2;673500
UNGA;Unga Group Ltd;23.0;24.0;23.75;23.0;5100
SCOM;Safaricom Plc;12.6;13.0;12.75;12.75;123202200
^FNK15;FTSE NSE Kenya 15 Index;176.43;179.57;178.36;177.25;-
^FNK25;FTSE NSE Kenya 25 Index;178.64;181.81;180.57;179.4;-
^N20I;NSE 20-Share Index;4905.46;4905.46;4905.46;4878.88;-
^NASI;NSE All-Share Index;145.14;145.14;145.14;144.36;-
;;;;;;
