Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;12.0;12.0;12.0;12.0;-
KUKZ;Kakuzi;310.0;310.0;310.0;341.0;126700
KAPC;Kapchorua Tea Kenya Plc;81.25;82.5;81.25;75.25;1600
LIMT;Limuru Tea Plc;450.0;450.0;450.0;450.0;-
SASN;Sasini Tea and Coffee Ltd;18.1;19.5;19.05;18.1;1300
WTK;Williamson Tea Kenya Plc;150.0;154.0;151.0;141.5;3600
CGEN;Car and General (K) Ltd;23.0;24.0;23.75;24.5;400
ABSA;ABSA Bank Kenya Plc;10.35;10.5;10.4;10.45;79300
BKG;BK Group Plc;28.0;28.0;28.0;28.0;-
COOP;Co-operative Bank of Kenya Ltd;11.85;12.1;11.95;12.0;64500
DTK;Diamond Trust Bank Kenya Ltd;120.0;120.0;120.0;117.75;1400
EQTY;Equity Group Holdings Ltd;38.0;40.0;39.2;38.95;357800
HFCK;HF Group Ltd;4.0;4.05;4.04;4.01;11800
IMH;I & M Holdings Plc;55.0;55.25;55.0;55.0;1600
KCB;KCB Group Plc;38.0;39.5;38.7;38.25;326200
NBK;National Bank of Kenya Ltd;4.0;4.0;4.0;4.14;5600
NCBA;NCBA Group Plc;29.9;31.4;30.65;30.6;27000
SBIC;Stanbic Holdings Plc;98.0;103.0;101.5;99.0;18300
SCBK;Standard Chartered Bank Kenya Ltd;193.75;194.0;193.75;194.5;1100
DCON;Deacons (East Africa) Plc;0.45;0.45;0.45;0.45;-
EVRD;Eveready East Africa Ltd;1.0;1.0;1.0;1.03;600
XPRS;Express Ltd;6.2;6.2;6.2;6.2;400
KQ;Kenya Airways Plc;3.95;3.97;3.97;3.97;19600
LKL;Longhorn Publishers Plc;8.0;8.0;8.0;7.8;2600
NBV;Nairobi Business Ventures Ltd;0.8;0.88;0.84;0.88;1000
NMG;Nation Media Group Plc;49.0;49.25;49.2;49.0;2100
SMER;Sameer Africa Plc;3.07;3.09;3.08;3.07;400
SGL;Standard Group Ltd;27.0;27.45;27.05;27.45;500
TPSE;TPS Eastern Africa (Serena) Ltd;19.3;19.5;19.45;19.3;2300
UCHM;Uchumi Supermarket Ltd;0.5;0.56;0.51;0.51;37600
SCAN;WPP ScanGroup Plc;11.05;11.8;11.7;11.05;11000
ARM;ARM Cement Ltd;5.55;5.55;5.55;5.55;-
BAMB;Bamburi Cement Ltd;114.0;114.0;114.0;113.25;1900
CRWN;Crown Berger Ltd;87.0;87.0;87.0;87.0;-
CABL;East African Cables Ltd;2.49;2.5;2.49;2.44;14700
PORT;East African Portland Cement Ltd;14.5;14.5;14.5;16.0;1500
KENO;KenolKobil Ltd;22.0;22.0;22.0;22.0;-
KEGN;Kenya Electricity Generating Company Plc;5.9;6.0;5.92;5.94;29000
KPLC;Kenya Power and Lighting Ltd;3.86;3.93;3.89;3.89;87200
KPLC-P4;KPLC-P4;5.0;5.0;5.0;5.0;-
KPLC-P7;KPLC-P7;6.0;6.0;6.0;6.0;-
TOTL;Total Kenya Ltd;27.0;28.0;27.15;28.2;600
UMME;Umeme Ltd;8.32;8.32;8.32;8.32;-
BRIT;Britam Holdings Ltd;8.2;8.5;8.26;8.2;35500
CIC;CIC Insurance Group Ltd;3.4;3.64;3.57;3.55;13700
JUB;Jubilee Holdings Ltd;399.75;399.75;399.75;399.75;-
KNRE;Kenya Re-Insurance Corporation Ltd;3.8;3.8;3.8;3.76;14400
LBTY;Liberty Kenya Holdings Ltd;10.0;10.45;10.1;10.45;14500
SLAM;Sanlam Kenya Plc;20.5;20.5;20.5;20.5;-
CTUM;Centum Investment Company Ltd;32.5;33.0;32.55;31.4;27900
HAFR;Home Afrika Ltd;0.62;0.62;0.62;0.62;22000
KURV;Kurwitu Ventures Ltd;1500.0;1500.0;1500.0;1500.0;-
OCH;Olympia Capital Holdings Ltd;2.65;2.65;2.65;2.54;200
TCL;Trans-Century Ltd;4.2;4.2;4.2;4.05;200
NSE;Nairobi Securities Exchange Plc;12.2;12.4;12.2;12.25;5200
BAT;BAT Kenya Plc;503.0;505.0;504.0;500.0;2200
BOC;BOC Kenya Plc;65.0;65.0;65.0;65.0;-
CARB;Carbacid Investments Plc;9.2;9.2;9.2;8.72;44300
EABL;East African Breweries Ltd;197.0;200.0;199.25;199.75;51900
FTGH;Flame Tree Group Holdings Ltd;2.35;2.35;2.35;2.6;5000
ORCH;Kenya Orchards Ltd;12.6;12.6;12.6;12.6;-
MSC;Mumias Sugar Company Ltd;0.31;0.36;0.32;0.34;336600
UNGA;Unga Group Ltd;33.0;34.0;33.15;33.0;1700
SCOM;Safaricom Plc;27.35;28.55;28.15;28.1;4827100
FAHR;Stanlib Fahari Income-REIT;8.6;9.1;8.94;9.2;20400
GLD;Barclays NewGold ETF;1235.0;1235.0;1235.0;1235.0;-
^FNK15;FTSE NSE Kenya 15 Index;182.72;186.8;185.22;184.56;-
^FNK25;FTSE NSE Kenya 25 Index;191.28;196.25;194.53;193.82;-
^N20I;NSE 20-Share Index;2652.78;2652.78;2652.78;2633.32;-
^N25I;NSE 25-Share Index;3601.09;3601.09;3601.09;3586.58;-
^NASI;NSE All-Share Index;150.01;150.01;150.01;149.61;-
^ZKEQTK;Zamara Kenya Equity Index (KES);1789.15;1789.15;1789.15;1781.45;-
^ZKEQTU;Zamara Kenya Equity Index (USD);1499.96;1499.96;1499.96;1500.81;-
;;;;;;
