Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20220201;15.0;15.9;15.2;15.3;500
20220202;15.5;15.5;15.5;15.2;8500
20220203;15.0;15.5;15.5;15.5;10500
20220204;15.5;15.5;15.5;15.5;-
20220207;15.5;15.5;15.5;15.5;500
20220208;15.0;16.0;15.5;15.5;400
20220209;15.0;15.0;15.0;15.5;400
20220210;15.0;15.0;15.0;15.0;200
20220211;15.0;15.0;15.0;15.0;-
20220214;15.0;15.0;15.0;15.0;-
20220215;15.0;15.0;15.0;15.0;-
20220216;15.0;15.0;15.0;15.0;300
20220217;15.0;16.0;15.65;15.0;800
20220218;15.0;15.0;15.0;15.65;200
20220221;15.0;15.0;15.0;15.0;-
20220222;15.0;15.0;15.0;15.0;1200
20220223;15.0;15.0;15.0;15.0;-
20220224;15.0;15.0;15.0;15.0;200
20220225;15.0;15.0;15.0;15.0;100
20220228;15.0;15.0;15.0;15.0;600
