Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20220201;90.0;90.0;90.0;90.0;2600
20220202;90.0;91.5;90.25;90.0;894900
20220203;90.0;91.5;90.0;90.25;4000
20220204;87.25;87.25;87.25;90.0;200
20220207;87.25;87.25;87.25;87.25;-
20220208;87.25;87.75;87.75;87.25;1100
20220209;94.0;94.0;94.0;87.75;100
20220210;87.5;95.0;94.75;94.0;5100
20220211;94.0;94.5;94.0;94.75;3900
20220214;94.0;94.0;94.0;94.0;-
20220215;92.5;94.5;94.5;94.0;530000
20220216;94.5;94.5;94.5;94.5;500
20220217;94.5;95.0;94.75;94.5;28000
20220218;95.0;97.0;96.25;94.75;700
20220221;90.0;95.0;93.25;96.25;1200
20220222;95.0;95.0;95.0;93.25;1000
20220223;95.0;95.0;95.0;95.0;500
20220224;91.0;95.0;94.25;95.0;500
20220225;94.25;94.25;94.25;94.25;-
20220228;94.0;95.0;95.0;94.25;5600
