Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20200701;57.5;57.5;57.5;57.5;200
20200702;57.5;57.5;57.5;57.5;-
20200703;57.5;57.5;57.5;57.5;-
20200706;53.0;57.5;54.0;57.5;500
20200707;54.0;54.0;54.0;54.0;-
20200708;54.0;54.0;54.0;54.0;-
20200709;55.0;55.0;55.0;54.0;1800
20200710;55.0;55.0;55.0;55.0;-
20200713;55.0;55.0;55.0;55.0;-
20200714;55.0;55.0;55.0;55.0;-
20200715;55.0;55.0;55.0;55.0;-
20200716;55.0;55.0;55.0;55.0;-
20200717;54.0;54.0;54.0;55.0;800
20200720;54.0;54.0;54.0;54.0;-
20200721;54.0;54.0;54.0;54.0;-
20200722;54.0;54.0;54.0;54.0;100
20200723;54.0;54.0;54.0;54.0;-
20200724;54.0;54.0;54.0;54.0;-
20200727;54.0;54.0;54.0;54.0;-
20200728;54.0;54.0;54.0;54.0;-
20200729;54.0;54.0;54.0;54.0;-
20200730;54.0;54.0;54.0;54.0;-
20200731;54.0;54.0;54.0;54.0;-
