Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
KUKZ;Kakuzi;39.0;39.0;39.0;36.75;1900
SASN;Sasini Tea and Coffee Ltd;15.0;15.5;15.05;15.2;45700
WTK;Williamson Tea Kenya Plc;85.0;85.0;85.0;88.0;200
CGEN;Car and General (K) Ltd;52.5;52.5;52.5;49.0;5000
ABSA;ABSA Bank Kenya Plc;70.0;72.5;72.0;70.5;635600
DTK;Diamond Trust Bank Kenya Ltd;92.0;95.0;94.5;92.5;177800
EQTY;Equity Group Holdings Ltd;201.0;240.0;221.0;190.0;373400
HFCK;HF Group Ltd;42.0;44.75;42.65;42.0;106400
KCB;KCB Group Plc;28.5;29.25;28.5;28.5;1364300
NBK;National Bank of Kenya Ltd;47.75;49.0;48.0;47.75;188600
NCBA;NCBA Group Plc;57.0;60.0;58.5;58.0;104500
SBIC;Stanbic Holdings Plc;107.0;109.0;108.0;108.0;22500
SCBK;Standard Chartered Bank Kenya Ltd;200.0;202.0;200.75;201.25;23200
EVRD;Eveready East Africa Ltd;6.75;7.0;6.8;6.95;46000
XPRS;Express Ltd;21.5;22.0;21.75;22.0;151400
KQ;Kenya Airways Plc;55.0;57.5;56.0;55.5;116500
NMG;Nation Media Group Plc;319.0;323.0;320.0;319.0;11400
SMER;Sameer Africa Plc;11.25;12.5;11.5;12.1;19500
SGL;Standard Group Ltd;52.0;55.0;54.5;52.0;10300
TPSE;TPS Eastern Africa (Serena) Ltd;72.0;72.0;72.0;71.5;3200
SCAN;WPP ScanGroup Plc;28.0;29.0;28.5;29.0;99500
ARM;ARM Cement Ltd;95.0;96.0;95.0;95.5;147700
BAMB;Bamburi Cement Ltd;190.0;190.0;190.0;189.0;500
CRWN;Crown Berger Ltd;43.0;46.5;45.5;46.5;2100
CABL;East African Cables Ltd;40.0;42.0;41.25;40.5;212900
PORT;East African Portland Cement Ltd;120.0;124.0;120.0;118.0;1800
KENO;KenolKobil Ltd;93.0;95.0;93.5;94.0;7000
KEGN;Kenya Electricity Generating Company Plc;24.0;24.75;24.25;24.25;301500
KPLC;Kenya Power and Lighting Ltd;202.0;207.0;206.0;203.0;2100
TOTL;Total Kenya Ltd;31.0;32.75;31.5;32.0;47000
JUB;Jubilee Holdings Ltd;196.0;198.0;196.0;203.0;10100
KNRE;Kenya Re-Insurance Corporation Ltd;14.6;15.0;14.85;14.9;250200
SLAM;Sanlam Kenya Plc;84.0;84.0;84.0;79.0;6300
CTUM;Centum Investment Company Ltd;27.0;27.5;27.2;27.0;142900
OCH;Olympia Capital Holdings Ltd;14.0;14.0;14.0;13.65;7800
BAT;BAT Kenya Plc;172.0;174.0;172.0;172.0;25900
EABL;East African Breweries Ltd;158.0;163.0;160.0;162.0;128600
MSC;Mumias Sugar Company Ltd;12.6;13.0;12.85;12.9;1413900
UNGA;Unga Group Ltd;13.45;13.5;13.45;14.9;2200
^N20I;NSE 20-Share Index;5141.62;5141.62;5141.62;5141.29;-
^NASI;NSE All-Share Index;101.97;101.97;101.97;100.36;-
;;;;;;
