Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20140701;80.0;84.0;83.0;76.5;600
20140702;77.0;77.0;77.0;83.0;200
20140703;76.0;76.0;76.0;77.0;300
20140704;78.0;78.0;78.0;76.0;500
20140707;75.0;78.0;76.5;78.0;3800
20140708;75.0;77.5;77.0;76.5;5000
20140709;75.0;75.0;75.0;77.0;700
20140710;75.0;75.0;75.0;75.0;-
20140711;75.0;75.0;75.0;75.0;900
20140714;75.0;80.0;78.5;75.0;1500
20140715;85.0;86.0;85.5;78.5;1200
20140716;82.0;85.0;82.0;85.5;700
20140717;82.0;82.0;82.0;82.0;500
20140718;82.0;82.0;82.0;82.0;700
20140721;81.0;83.0;82.0;82.0;500
20140722;82.0;82.0;82.0;82.0;-
20140723;82.0;82.0;82.0;82.0;-
20140724;81.5;81.5;81.5;82.0;100
20140725;80.0;80.0;80.0;81.5;100
20140728;79.0;79.0;79.0;80.0;500
20140729;79.0;79.0;79.0;80.0;500
20140730;75.0;80.0;78.0;79.0;25400
20140731;78.0;78.0;78.0;78.0;-
