Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20140701;9.45;9.45;9.45;9.45;-
20140702;9.45;9.45;9.45;9.45;-
20140703;9.45;9.45;9.45;9.45;-
20140704;9.45;9.45;9.45;9.45;-
20140707;9.45;9.45;9.45;9.45;-
20140708;9.45;9.45;9.45;9.45;-
20140709;9.45;9.45;9.45;9.45;-
20140710;9.45;9.45;9.45;9.45;-
20140711;9.45;9.45;9.45;9.45;-
20140714;9.45;9.45;9.45;9.45;-
20140715;9.45;9.45;9.45;9.45;-
20140716;9.45;9.45;9.45;9.45;-
20140717;9.45;9.45;9.45;9.45;-
20140718;9.45;9.45;9.45;9.45;-
20140721;9.45;9.45;9.45;9.45;-
20140722;9.45;9.45;9.45;9.45;-
20140723;9.45;9.45;9.45;9.45;-
20140724;9.45;9.45;9.45;9.45;-
20140725;9.45;9.45;9.45;9.45;-
20140728;10.25;10.25;10.25;9.45;800
20140729;10.25;10.25;10.25;9.45;800
20140730;10.25;10.25;10.25;10.25;-
20140731;10.25;10.25;10.25;10.25;-
