KUKZ;Kakuzi;36.0;37.0;36.25;5000
REA;Rea Vipingo Plantations Ltd;20.5;23.0;22.75;11500
SASN;Sasini Tea and Coffee Ltd;17.0;18.5;17.8;24300
CMC;CMC Holdings Ltd;17.0;17.5;17.3;188900
FIRE;Sameer Africa Ltd;11.7;12.0;11.9;68400
BBK;Barclays Bank Ltd;76.0;79.0;76.5;167800
DTK;Diamond Trust Bank Kenya Ltd;89.0;92.0;90.5;225900
EQTY;Equity Group Holdings Ltd;138.0;149.0;142.0;277100
HFCK;HF Group Limited;38.0;42.0;40.5;247700
KCB;Kenya Commercial Bank Ltd;26.0;26.5;26.25;2.18M
NBK;National Bank of Kenya Ltd;41.0;47.0;46.25;72100
NIC;NIC Bank Ltd;61.5;65.0;64.0;94800
CFC;Stanbic Holdings Ltd;128.0;129.0;128.0;2300
SCBK;Standard Chartered Bank Ltd;199.0;210.0;204.0;15900
XPRS;Express Ltd;23.0;23.5;23.25;5700
KQ;Kenya Airways Ltd;62.0;64.0;62.5;35400
NMG;Nation Media Group;315.0;320.0;318.0;9800
SGL;Standard Group Ltd;51.5;53.5;51.5;26100
TPSE;TPS Eastern Africa (Serena) Ltd;78.5;79.0;78.5;14000
SCAN;WPP ScanGroup Ltd;28.75;31.0;30.25;164400
ARM;ARM Cement Ltd;92.0;95.0;93.5;10600
BAMB;Bamburi Cement Ltd;194.0;196.0;194.0;3200
BERG;Crown Berger Ltd;46.0;52.0;51.0;152900
CABL;East African Cables Ltd;42.0;43.75;42.75;361000
KENO;KenolKobil Ltd;112.0;115.0;112.0;5000
KEGN;Kenya Electricity Generating Company Ltd;24.5;27.25;26.0;816400
KPLC;Kenya Power and Lighting Ltd;220.0;222.0;220.0;45300
TOTL;Total Kenya Ltd;30.0;33.0;32.0;64900
JUB;Jubilee Holdings Ltd;220.0;225.0;223.0;1800
KNRE;Kenya Re-Insurance Corporation Ltd;15.6;16.0;15.95;363000
PAFR;Sanlam Kenya Plc;96.0;103.0;101.0;400
ICDC;Centum Investment Company Ltd;26.75;28.0;27.5;249200
OCH;Olympia Capital Holdings Ltd;14.05;15.0;14.4;1200
BAT;British American Tobacco Kenya Ltd;133.0;135.0;134.0;15800
EABL;East African Breweries Ltd;166.0;173.0;170.0;338800
EVRD;Eveready East Africa Ltd;7.0;7.6;7.3;41700
MSC;Mumias Sugar Company Ltd;13.6;15.0;13.9;3.77M
UNGA;Unga Group Ltd;15.0;16.0;15.0;16300
^N20I;NSE 20-Share Index;5291.69;5291.69;5291.69;-
;;;;;
