Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20151001;4.2;4.2;4.2;4.2;300
20151002;4.2;4.2;4.2;4.2;-
20151005;3.85;4.6;4.2;4.2;4000
20151006;3.85;4.6;4.2;4.2;4000
20151007;4.2;4.2;4.2;4.2;-
20151008;4.2;4.2;4.2;4.2;-
20151009;4.55;4.55;4.55;4.2;1000
20151012;4.55;4.55;4.55;4.55;1200
20151013;4.55;4.55;4.55;4.55;-
20151014;4.55;4.55;4.55;4.55;-
20151015;4.55;4.55;4.55;4.55;-
20151016;4.55;4.55;4.55;4.55;-
20151019;4.3;4.3;4.3;4.55;200
20151021;4.3;4.3;4.3;4.3;100
20151022;4.0;4.0;4.0;4.3;200
20151023;4.0;4.0;4.0;4.0;-
20151026;4.0;4.0;4.0;4.0;-
20151027;4.2;4.2;4.2;4.0;100
20151028;4.2;4.2;4.2;4.2;-
20151029;4.2;4.2;4.2;4.2;-
20151030;3.8;4.6;4.3;4.2;5800
