Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20151001;43.5;44.0;43.5;43.5;3500
20151002;41.0;43.5;42.75;43.5;519200
20151005;41.0;42.0;41.0;42.75;2600
20151006;41.0;42.0;41.0;42.75;2600
20151007;37.5;41.0;39.75;41.0;111600
20151008;39.75;40.0;39.75;39.75;10000
20151009;39.5;40.0;39.5;39.75;60100
20151012;39.0;40.0;39.0;39.5;49500
20151013;37.5;39.0;38.0;39.0;22500
20151014;37.25;39.5;37.5;38.0;30600
20151015;36.0;38.0;36.25;37.5;11300
20151016;36.0;37.25;36.75;36.25;1021200
20151019;37.0;38.25;37.5;36.75;8800
20151021;37.0;37.75;37.25;37.5;1569600
20151022;37.0;37.5;37.25;37.25;1008400
20151023;36.75;37.5;37.0;37.25;24300
20151026;36.25;37.5;36.75;37.0;6700
20151027;36.75;37.0;36.75;36.75;6100
20151028;36.75;37.5;37.0;36.75;1265700
20151029;36.25;37.0;36.25;37.0;25000
20151030;36.0;36.25;36.0;36.25;500
