Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20181101;28.5;28.5;28.5;28.75;200
20181102;29.5;29.5;29.5;28.5;100
20181105;28.5;28.5;28.5;29.5;1400
20181106;26.25;27.5;27.25;28.5;3300
20181107;26.5;26.5;26.5;27.25;1000
20181108;27.0;27.25;27.0;26.5;2700
20181109;26.5;27.0;26.75;27.0;6000
20181112;27.0;27.0;27.0;26.75;600
20181113;26.75;27.0;26.75;27.0;34800
20181114;27.0;29.25;27.0;26.75;2000
20181115;27.5;27.5;27.5;27.0;700
20181116;28.0;28.0;28.0;27.5;5000
20181119;28.0;28.0;28.0;28.0;-
20181120;27.0;27.0;27.0;28.0;500
20181121;27.0;27.0;27.0;27.0;3100
20181122;26.5;27.0;26.5;27.0;4100
20181123;27.0;27.0;27.0;26.5;12600
20181126;27.0;27.0;27.0;27.0;800
20181127;25.75;27.0;26.25;27.0;7000
20181128;26.5;26.5;26.5;26.25;100
20181129;25.0;25.0;25.0;26.5;1500
20181130;25.0;26.5;26.05;25.0;5900
