Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20210104,6.0,6.0,6.0,6.0,-
20210105,6.0,6.0,6.0,6.0,-
20210106,6.0,6.0,6.0,6.0,-
20210107,6.0,6.0,6.0,6.0,-
20210108,6.0,6.0,6.0,6.0,-
20210111,6.0,6.0,6.0,6.0,-
20210112,6.0,6.0,6.0,6.0,-
20210113,6.0,6.0,6.0,6.0,-
20210114,6.0,6.0,6.0,6.0,-
20210115,6.0,6.0,6.0,6.0,-
20210118,6.0,6.0,6.0,6.0,-
20210119,6.0,6.0,6.0,6.0,-
20210120,6.0,6.0,6.0,6.0,-
20210121,6.0,6.0,6.0,6.0,-
20210122,6.0,6.0,6.0,6.0,-
20210125,6.0,6.0,6.0,6.0,-
20210126,6.0,6.0,6.0,6.0,-
20210127,6.0,6.0,6.0,6.0,-
20210128,6.0,6.0,6.0,6.0,-
20210129,6.0,6.0,6.0,6.0,-
20210201,6.0,6.0,6.0,6.0,-
20210202,6.0,6.0,6.0,6.0,-
20210203,6.0,6.0,6.0,6.0,-
20210204,6.0,6.0,6.0,6.0,-
20210205,6.0,6.0,6.0,6.0,-
20210208,6.0,6.0,6.0,6.0,-
20210209,6.0,6.0,6.0,6.0,-
20210210,6.0,6.0,6.0,6.0,-
20210211,6.0,6.0,6.0,6.0,-
20210212,6.0,6.0,6.0,6.0,-
20210215,6.0,6.0,6.0,6.0,-
20210216,6.0,6.0,6.0,6.0,-
20210217,6.0,6.0,6.0,6.0,-
20210218,6.0,6.0,6.0,6.0,-
20210219,6.0,6.0,6.0,6.0,-
20210222,6.0,6.0,6.0,6.0,-
20210223,6.0,6.0,6.0,6.0,-
20210224,6.0,6.0,6.0,6.0,-
20210225,6.0,6.0,6.0,6.0,-
20210226,6.0,6.0,6.0,6.0,-
20210301,6.0,6.0,6.0,6.0,-
20210302,6.0,6.0,6.0,6.0,-
20210303,6.0,6.0,6.0,6.0,-
20210304,6.0,6.0,6.0,6.0,-
20210305,6.0,6.0,6.0,6.0,-
20210308,6.0,6.0,6.0,6.0,-
20210309,6.0,6.0,6.0,6.0,-
20210310,6.0,6.0,6.0,6.0,-
20210311,6.0,6.0,6.0,6.0,-
20210312,6.0,6.0,6.0,6.0,-
20210315,6.0,6.0,6.0,6.0,-
20210316,6.0,6.0,6.0,6.0,-
20210317,6.0,6.0,6.0,6.0,-
20210318,6.0,6.0,6.0,6.0,-
20210319,6.0,6.0,6.0,6.0,-
20210322,6.0,6.0,6.0,6.0,-
20210323,6.0,6.0,6.0,6.0,-
20210324,6.0,6.0,6.0,6.0,-
20210325,6.0,6.0,6.0,6.0,-
20210326,6.0,6.0,6.0,6.0,-
20210329,6.0,6.0,6.0,6.0,-
20210330,6.0,6.0,6.0,6.0,-
20210331,6.0,6.0,6.0,6.0,-
