Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20190401;24.0;24.0;24.0;24.35;200
20190402;24.0;24.0;24.0;24.0;-
20190403;24.0;24.0;24.0;24.0;400
20190404;26.4;26.4;26.4;24.0;200
20190405;24.0;25.0;24.8;26.4;600
20190408;24.8;26.0;24.85;24.8;2500
20190409;26.0;26.0;26.0;24.85;100
20190410;26.0;26.0;26.0;26.0;100
20190411;26.0;26.0;26.0;26.0;-
20190412;25.95;25.95;25.95;26.0;300
20190415;24.0;24.0;24.0;25.95;100
20190416;25.95;25.95;25.95;24.0;100
20190417;25.0;25.0;25.0;25.95;700
20190418;25.0;25.0;25.0;25.0;500
20190423;25.0;26.0;25.75;25.0;400
20190424;25.0;25.0;25.0;25.75;100
20190425;25.0;25.0;25.0;25.0;-
20190426;25.0;25.0;25.0;25.0;100
20190429;25.0;25.0;25.0;25.0;-
20190430;25.0;25.0;25.0;25.0;1200
