Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20180903;0.7;0.7;0.7;0.7;118400
20180904;0.65;0.7;0.65;0.7;45300
20180905;0.65;0.7;0.65;0.65;21100
20180906;0.7;0.7;0.7;0.65;37500
20180907;0.65;0.7;0.65;0.7;131600
20180910;0.65;0.7;0.65;0.65;243400
20180911;0.6;0.65;0.6;0.65;228600
20180912;0.6;0.65;0.6;0.6;84400
20180913;0.6;0.65;0.6;0.6;212800
20180914;0.65;0.65;0.65;0.6;14000
20180917;0.6;0.7;0.6;0.65;425700
20180918;0.6;0.65;0.6;0.6;51600
20180919;0.6;0.65;0.6;0.6;111100
20180920;0.6;0.65;0.6;0.6;115100
20180921;0.65;0.7;0.65;0.6;88100
20180924;0.65;0.7;0.65;0.65;13700
20180925;0.65;0.7;0.65;0.65;147600
20180926;0.65;0.7;0.65;0.65;108500
20180927;0.65;0.7;0.65;0.65;223500
20180928;0.65;0.7;0.65;0.65;83300
