Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;22.5;25.0;23.5;24.0;15700
KUKZ;Kakuzi;70.0;70.0;70.0;70.0;-
KAPC;Kapchorua Tea Kenya Plc;118.0;118.0;118.0;118.0;-
LIMT;Limuru Tea Plc;430.0;430.0;430.0;430.0;-
SASN;Sasini Tea and Coffee Ltd;12.0;12.85;12.4;12.8;7000
WTK;Williamson Tea Kenya Plc;200.0;200.0;200.0;200.0;-
CGEN;Car and General (K) Ltd;25.0;25.0;25.0;25.0;500
ABSA;ABSA Bank Kenya Plc;16.0;16.2;16.1;16.0;2307000
COOP;Co-operative Bank of Kenya Ltd;13.0;13.3;13.05;13.0;354700
DTK;Diamond Trust Bank Kenya Ltd;135.0;138.0;137.0;139.0;28100
EQTY;Equity Group Holdings Ltd;25.5;26.0;25.5;25.75;775800
HFCK;HF Group Ltd;16.95;17.55;17.0;17.6;78900
KCB;KCB Group Plc;32.75;33.25;32.75;32.75;964600
NBK;National Bank of Kenya Ltd;18.5;19.0;18.75;19.0;4000
NCBA;NCBA Group Plc;42.5;46.0;43.45;45.05;30200
SBIC;Stanbic Holdings Plc;42.0;44.5;42.25;45.0;1300
SCBK;Standard Chartered Bank Kenya Ltd;257.0;265.0;262.5;262.25;26600
EVRD;Eveready East Africa Ltd;1.9;2.0;1.9;1.9;6700
XPRS;Express Ltd;3.5;3.55;3.5;3.55;4600
KQ;Kenya Airways Plc;10.75;11.0;10.85;10.95;157600
LKL;Longhorn Publishers Plc;11.2;11.2;11.2;11.2;-
NMG;Nation Media Group Plc;251.0;251.0;251.0;251.0;5200
SMER;Sameer Africa Plc;4.5;4.5;4.5;4.55;29600
SGL;Standard Group Ltd;23.75;23.75;23.75;23.75;-
TPSE;TPS Eastern Africa (Serena) Ltd;42.5;43.0;42.75;43.75;200
UCHM;Uchumi Supermarket Ltd;19.0;19.2;19.05;19.05;346900
SCAN;WPP ScanGroup Plc;59.0;65.5;64.5;65.5;5700
ARM;ARM Cement Ltd;57.0;59.0;57.5;57.0;10400
BAMB;Bamburi Cement Ltd;201.0;202.0;201.0;205.0;28700
CRWN;Crown Berger Ltd;42.5;42.75;42.5;42.5;10300
CABL;East African Cables Ltd;13.2;13.3;13.25;13.3;12500
PORT;East African Portland Cement Ltd;45.0;45.0;45.0;42.0;100
KENO;KenolKobil Ltd;13.8;13.9;13.8;13.9;72700
KEGN;Kenya Electricity Generating Company Plc;12.5;13.95;13.35;13.75;1108400
KPLC;Kenya Power and Lighting Ltd;17.6;17.8;17.7;17.85;196900
KPLC-P4;KPLC-P4;7.65;7.65;7.65;7.65;-
KPLC-P7;KPLC-P7;5.5;5.5;5.5;5.5;-
TOTL;Total Kenya Ltd;14.0;14.3;14.1;14.3;5100
BRIT;Britam Holdings Ltd;6.25;6.4;6.25;6.3;72500
CIC;CIC Insurance Group Ltd;3.9;4.0;3.95;3.9;1565900
JUB;Jubilee Holdings Ltd;190.0;190.0;190.0;190.0;200
KNRE;Kenya Re-Insurance Corporation Ltd;11.95;12.2;12.1;12.25;33000
LBTY;Liberty Kenya Holdings Ltd;6.9;7.0;6.9;6.9;4300
SLAM;Sanlam Kenya Plc;42.0;42.0;42.0;42.0;14400
CTUM;Centum Investment Company Ltd;12.7;12.95;12.85;13.45;43300
OCH;Olympia Capital Holdings Ltd;3.7;3.7;3.7;3.7;-
TCL;Trans-Century Ltd;28.0;28.0;28.0;27.75;5000
BAT;BAT Kenya Plc;540.0;540.0;540.0;540.0;-
BOC;BOC Kenya Plc;100.0;100.0;100.0;99.5;4100
CARB;Carbacid Investments Plc;123.0;123.0;123.0;120.0;200
EABL;East African Breweries Ltd;290.0;299.0;295.0;295.0;11700
ORCH;Kenya Orchards Ltd;3.0;3.0;3.0;3.0;-
MSC;Mumias Sugar Company Ltd;5.1;5.3;5.15;5.25;146800
UNGA;Unga Group Ltd;14.0;14.0;14.0;14.0;3700
SCOM;Safaricom Plc;5.5;5.8;5.75;5.75;44024200
^FNK15;FTSE NSE Kenya 15 Index;136.18;136.18;136.18;136.28;-
^FNK25;FTSE NSE Kenya 25 Index;139.44;139.44;139.44;139.44;-
^N20I;NSE 20-Share Index;4471.21;4471.21;4471.21;4500.09;-
^NASI;NSE All-Share Index;104.31;104.31;104.31;104.78;-
;;;;;;
