Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;39.5;39.5;39.5;40.0;22300
KUKZ;Kakuzi;244.0;268.0;265.0;244.0;4100
KAPC;Kapchorua Tea Kenya Plc;141.0;141.0;141.0;141.0;-
LIMT;Limuru Tea Plc;1017.0;1017.0;1017.0;1017.0;-
SASN;Sasini Tea and Coffee Ltd;13.2;14.0;13.5;13.45;21500
WTK;Williamson Tea Kenya Plc;300.0;300.0;300.0;300.0;-
CGEN;Car and General (K) Ltd;49.75;52.0;51.5;52.0;1700
ABSA;ABSA Bank Kenya Plc;16.7;16.9;16.7;16.7;212600
COOP;Co-operative Bank of Kenya Ltd;20.0;20.75;20.25;20.0;554900
DTK;Diamond Trust Bank Kenya Ltd;243.0;245.0;244.0;243.0;11600
EQTY;Equity Group Holdings Ltd;53.0;55.0;53.5;53.0;2191400
HFCK;HF Group Ltd;40.25;40.75;40.5;40.75;52500
IMH;I & M Holdings Plc;122.0;123.0;122.0;122.75;146100
KCB;KCB Group Plc;58.5;60.0;59.0;59.0;149600
NBK;National Bank of Kenya Ltd;25.25;26.0;25.5;25.25;7000
NCBA;NCBA Group Plc;62.5;65.0;62.75;63.25;34600
SBIC;Stanbic Holdings Plc;132.0;133.0;132.0;131.0;26600
SCBK;Standard Chartered Bank Kenya Ltd;343.0;346.0;344.25;345.25;4100
EVRD;Eveready East Africa Ltd;4.6;5.0;4.75;4.55;60000
XPRS;Express Ltd;6.2;6.35;6.25;6.3;56400
KQ;Kenya Airways Plc;10.0;10.8;10.2;10.5;224400
LKL;Longhorn Publishers Plc;9.05;9.5;9.3;9.4;70600
NMG;Nation Media Group Plc;265.0;266.0;265.0;266.0;21400
SMER;Sameer Africa Plc;6.4;6.6;6.5;6.65;11200
SGL;Standard Group Ltd;41.0;44.5;41.25;41.0;1400
TPSE;TPS Eastern Africa (Serena) Ltd;37.0;38.0;37.0;37.25;1300
UCHM;Uchumi Supermarket Ltd;10.5;11.65;11.5;11.55;27900
SCAN;WPP ScanGroup Plc;44.0;45.0;44.0;45.0;6600
ARM;ARM Cement Ltd;86.0;89.0;88.0;86.0;682200
BAMB;Bamburi Cement Ltd;152.0;152.0;152.0;152.0;-
CRWN;Crown Berger Ltd;150.0;165.0;159.0;150.0;1300
CABL;East African Cables Ltd;15.7;15.8;15.75;15.7;21800
PORT;East African Portland Cement Ltd;70.0;70.0;70.0;70.0;2700
KENO;KenolKobil Ltd;10.05;10.3;10.2;10.0;386700
KEGN;Kenya Electricity Generating Company Plc;10.2;10.5;10.35;10.25;196800
KPLC;Kenya Power and Lighting Ltd;15.75;17.0;16.65;16.0;491000
KPLC-P4;KPLC-P4;5.3;5.3;5.3;5.3;-
KPLC-P7;KPLC-P7;5.5;5.5;5.5;5.5;-
TOTL;Total Kenya Ltd;26.75;27.5;26.75;27.5;17000
UMME;Umeme Ltd;20.25;20.25;20.25;20.0;100000
BRIT;Britam Holdings Ltd;28.75;29.75;29.25;29.0;243900
CIC;CIC Insurance Group Ltd;11.1;11.3;11.2;11.05;593000
JUB;Jubilee Holdings Ltd;490.0;540.0;539.0;539.0;14000
KNRE;Kenya Re-Insurance Corporation Ltd;18.3;19.0;18.45;18.4;192100
LBTY;Liberty Kenya Holdings Ltd;24.0;24.75;24.5;24.5;20800
SLAM;Sanlam Kenya Plc;118.0;118.0;118.0;118.0;6800
CTUM;Centum Investment Company Ltd;62.0;63.0;62.5;62.75;369900
HAFR;Home Afrika Ltd;3.75;3.9;3.8;3.8;216100
KURV;Kurwitu Ventures Ltd;1500.0;1500.0;1500.0;1500.0;-
OCH;Olympia Capital Holdings Ltd;6.4;6.4;6.4;6.45;2500
TCL;Trans-Century Ltd;18.9;19.75;19.6;18.6;11000
NSE;Nairobi Securities Exchange Plc;19.7;20.25;19.95;20.5;46100
BAT;BAT Kenya Plc;890.0;891.0;890.0;900.0;2100
BOC;BOC Kenya Plc;148.0;148.0;148.0;149.0;100
CARB;Carbacid Investments Plc;24.5;25.0;24.75;24.75;2600
EABL;East African Breweries Ltd;330.0;338.0;334.0;332.0;224800
FTGH;Flame Tree Group Holdings Ltd;8.5;8.7;8.65;8.7;63000
ORCH;Kenya Orchards Ltd;110.0;110.0;110.0;110.0;-
MSC;Mumias Sugar Company Ltd;2.8;3.0;2.85;2.85;1787700
UNGA;Unga Group Ltd;41.0;42.5;42.0;45.25;4300
SCOM;Safaricom Plc;14.8;14.95;14.85;14.85;1322200
^FNK15;FTSE NSE Kenya 15 Index;225.9;228.94;227.68;226.54;-
^FNK25;FTSE NSE Kenya 25 Index;227.12;230.27;228.97;227.9;-
^N20I;NSE 20-Share Index;5357.69;5357.69;5357.69;5340.08;-
^NASI;NSE All-Share Index;172.45;172.45;172.45;171.94;-
;;;;;;
