Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;32.0;32.0;32.0;32.0;-
KUKZ;Kakuzi;74.0;74.0;74.0;74.0;-
KAPC;Kapchorua Tea Kenya Plc;123.0;124.0;123.0;123.0;4900
LIMT;Limuru Tea Plc;400.0;400.0;400.0;400.0;-
SASN;Sasini Tea and Coffee Ltd;11.05;12.0;11.95;12.25;103700
WTK;Williamson Tea Kenya Plc;300.0;300.0;300.0;298.0;600
CGEN;Car and General (K) Ltd;26.25;26.25;26.25;26.25;-
ABSA;ABSA Bank Kenya Plc;13.7;13.9;13.8;13.85;483800
COOP;Co-operative Bank of Kenya Ltd;12.0;12.5;12.0;11.95;1123100
DTK;Diamond Trust Bank Kenya Ltd;91.5;95.0;94.5;92.0;121200
EQTY;Equity Group Holdings Ltd;19.0;19.4;19.05;18.95;3345700
HFCK;HF Group Ltd;14.45;14.9;14.6;14.5;148400
KCB;KCB Group Plc;21.5;23.0;22.25;21.25;3614900
NBK;National Bank of Kenya Ltd;21.75;22.0;21.75;21.75;29100
NCBA;NCBA Group Plc;28.75;30.0;29.35;28.95;10700
SBIC;Stanbic Holdings Plc;42.25;42.25;42.25;42.25;-
SCBK;Standard Chartered Bank Kenya Ltd;175.0;176.0;175.5;175.75;1300
EVRD;Eveready East Africa Ltd;1.45;1.5;1.45;1.5;27000
XPRS;Express Ltd;4.2;4.45;4.35;4.4;14100
KQ;Kenya Airways Plc;17.4;17.65;17.45;17.45;563800
NMG;Nation Media Group Plc;153.0;155.0;153.0;153.0;203600
SMER;Sameer Africa Plc;3.7;3.7;3.7;3.7;-
SGL;Standard Group Ltd;22.0;22.0;22.0;21.5;100
TPSE;TPS Eastern Africa (Serena) Ltd;45.0;45.5;45.25;45.25;89800
UCHM;Uchumi Supermarket Ltd;7.2;8.0;7.6;7.3;100200
SCAN;WPP ScanGroup Plc;41.5;42.0;41.75;42.0;2500
ARM;ARM Cement Ltd;160.0;160.0;160.0;157.0;50000
BAMB;Bamburi Cement Ltd;155.0;155.0;155.0;154.0;34800
CRWN;Crown Berger Ltd;26.5;26.5;26.5;26.5;100
CABL;East African Cables Ltd;11.0;11.4;11.1;11.2;3700
PORT;East African Portland Cement Ltd;56.0;56.0;56.0;56.0;-
KENO;KenolKobil Ltd;10.55;11.2;11.0;10.9;307300
KEGN;Kenya Electricity Generating Company Plc;7.3;7.5;7.4;7.35;109700
KPLC;Kenya Power and Lighting Ltd;13.75;13.95;13.8;13.95;150600
KPLC-P4;KPLC-P4;7.65;7.65;7.65;7.65;-
KPLC-P7;KPLC-P7;5.5;5.5;5.5;5.5;-
TOTL;Total Kenya Ltd;17.55;18.0;17.75;17.55;6100
BRIT;Britam Holdings Ltd;3.9;4.0;3.9;3.95;1560700
JUB;Jubilee Holdings Ltd;163.0;165.0;163.0;163.0;1000
KNRE;Kenya Re-Insurance Corporation Ltd;7.45;7.65;7.48;7.5;6800
LBTY;Liberty Kenya Holdings Ltd;7.3;7.4;7.35;7.05;8700
SLAM;Sanlam Kenya Plc;25.0;25.5;25.25;25.5;17600
CTUM;Centum Investment Company Ltd;14.05;14.2;14.1;14.4;16000
OCH;Olympia Capital Holdings Ltd;3.9;3.9;3.9;3.9;5800
TCL;Trans-Century Ltd;20.25;20.25;20.25;20.25;-
BAT;BAT Kenya Plc;300.0;320.0;306.0;326.0;2000
BOC;BOC Kenya Plc;118.0;118.0;118.0;115.0;1500
CARB;Carbacid Investments Plc;90.0;90.0;90.0;90.0;100
EABL;East African Breweries Ltd;190.0;200.0;196.0;192.0;535500
ORCH;Kenya Orchards Ltd;3.0;3.0;3.0;3.0;-
MSC;Mumias Sugar Company Ltd;4.75;4.95;4.8;4.8;194800
UNGA;Unga Group Ltd;9.0;9.0;9.0;9.15;700
SCOM;Safaricom Plc;3.1;3.35;3.2;3.05;4329400
^FNK15;FTSE NSE Kenya 15 Index;99.3;99.3;99.3;96.94;-
^FNK25;FTSE NSE Kenya 25 Index;101.26;101.26;101.26;99.08;-
^N20I;NSE 20-Share Index;3343.96;3343.96;3343.96;3329.16;-
^NASI;NSE All-Share Index;73.69;73.69;73.69;72.78;-
;;;;;;
