20161101,39.75,41.5,40.5,2.73M
20161102,39.75,41.75,40.75,101800
20161103,39.75,41.75,40.75,101800
20161104,40.75,41.5,41.0,1.15M
20161107,41.0,41.5,41.0,408100
20161108,41.25,41.5,41.25,538300
20161109,40.5,41.5,41.0,84000
20161110,41.0,42.0,41.25,2.52M
20161111,40.5,41.25,40.75,18400
20161114,40.25,41.0,40.5,345000
20161115,40.75,42.0,41.0,628400
20161116,41.0,41.25,41.0,33400
20161117,41.0,43.0,41.0,710200
20161118,40.5,41.5,40.75,23800
20161121,40.0,41.0,40.5,33800
20161122,39.75,40.75,40.0,96000
20161123,40.0,41.0,40.5,164300
20161124,40.0,40.75,40.0,23000
20161125,39.5,40.5,40.0,58900
20161128,39.5,41.0,40.75,1.10M
20161129,39.5,40.5,39.75,88300
20161130,38.0,39.75,38.5,48500
