Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20100301;45.0;45.0;45.0;45.0;-
20100302;44.0;45.0;44.25;45.0;4600
20100303;44.25;44.25;44.25;44.25;-
20100304;44.25;44.25;44.25;44.25;-
20100305;44.25;44.25;44.25;44.25;-
20100308;45.0;45.0;45.0;44.25;100
20100309;48.5;48.5;48.5;45.0;2000
20100310;48.5;48.75;48.5;48.5;4500
20100311;51.0;51.0;51.0;48.5;900
20100312;51.0;51.0;51.0;51.0;-
20100315;51.0;51.0;51.0;51.0;-
20100316;48.5;50.0;49.75;51.0;29300
20100317;50.0;50.0;50.0;49.75;4500
20100318;50.0;52.0;51.0;50.0;62800
20100319;50.0;50.0;50.0;51.0;11500
20100322;50.5;50.5;50.5;50.0;1000
20100323;51.0;55.0;54.5;50.5;29100
20100324;54.5;54.5;54.5;54.5;-
20100325;54.5;54.5;54.5;54.5;-
20100326;49.5;51.0;50.5;54.5;4200
20100329;51.0;51.0;51.0;50.5;1800
20100330;51.0;51.0;51.0;51.0;-
20100331;51.0;51.0;51.0;51.0;-
