Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20100301;9.8;10.0;9.9;9.95;334000
20100302;9.7;9.95;9.85;9.9;737300
20100303;9.65;9.85;9.75;9.85;781700
20100304;9.6;9.85;9.65;9.75;3163000
20100305;9.7;10.0;9.75;9.65;647300
20100308;9.75;9.9;9.8;9.75;389700
20100309;9.8;10.0;9.85;9.8;756700
20100310;9.95;10.7;10.3;9.85;974500
20100311;10.1;10.8;10.45;10.3;1853000
20100312;10.1;10.5;10.4;10.45;1629700
20100315;10.0;10.4;10.25;10.4;869000
20100316;10.15;10.5;10.25;10.25;614100
20100317;10.2;10.35;10.25;10.25;752300
20100318;10.25;10.45;10.35;10.25;1027700
20100319;10.0;10.4;10.15;10.35;1322700
20100322;10.05;10.4;10.25;10.15;1410300
20100323;10.25;10.7;10.5;10.25;2734900
20100324;10.4;10.6;10.45;10.5;997600
20100325;10.45;10.6;10.5;10.45;812600
20100326;10.4;10.55;10.45;10.5;580000
20100329;10.25;10.45;10.35;10.45;694500
20100330;10.35;10.55;10.45;10.35;1825200
20100331;10.4;10.6;10.45;10.45;942700
