Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20100301;46.0;46.0;46.0;47.0;100
20100302;46.0;49.75;48.75;46.0;317400
20100303;46.0;46.0;46.0;48.75;7700
20100304;46.0;46.5;46.25;46.0;3100
20100305;46.0;48.5;48.25;46.25;336900
20100308;48.25;50.0;49.25;48.25;15500
20100309;49.0;50.0;49.75;49.25;4900
20100310;50.0;50.0;50.0;49.75;8700
20100311;49.25;50.0;49.5;50.0;22200
20100312;50.0;50.0;50.0;49.5;180000
20100315;48.0;51.0;50.5;50.0;511000
20100316;49.0;50.0;49.25;50.5;6300
20100317;49.0;50.0;49.75;49.25;7300
20100318;49.75;52.0;51.0;49.75;7200
20100319;49.75;55.0;51.5;51.0;9400
20100322;49.75;54.0;52.0;51.5;2700
20100323;50.0;54.5;51.0;52.0;33800
20100324;49.75;52.0;50.0;51.0;2200
20100325;51.0;52.0;51.5;50.0;6800
20100326;50.5;52.0;51.5;51.5;8300
20100329;51.0;51.0;51.0;51.5;17000
20100330;52.5;65.0;58.5;51.0;156100
20100331;61.0;64.0;63.5;58.5;37400
