Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;12.65;12.65;12.65;12.65;-
KUKZ;Kakuzi Plc;400.0;400.0;400.0;400.0;-
KAPC;Kapchorua Tea Kenya Plc;98.75;98.75;98.75;98.75;-
LIMT;Limuru Tea Plc;320.0;320.0;320.0;320.0;-
SASN;Sasini Plc;21.2;21.2;21.2;21.2;-
WTK;Williamson Tea Kenya Plc;130.0;130.0;130.0;130.0;500
CGEN;Car and General (K) Ltd;30.0;32.15;30.5;30.6;1300
ABSA;ABSA Bank Kenya Plc;10.6;11.4;10.75;11.75;140400
BKG;BK Group Plc;29.9;29.9;29.9;29.9;1000
COOP;Co-operative Bank of Kenya Ltd;12.5;12.7;12.6;12.65;161700
DTK;Diamond Trust Bank Kenya Ltd;55.0;56.0;55.0;55.25;10200
EQTY;Equity Group Holdings Plc;47.0;49.0;47.8;49.45;104500
HFCK;HF Group Ltd;2.8;3.1;3.03;2.99;24400
IMH;I & M Holdings Plc;18.05;19.0;18.4;18.45;3300
KCB;KCB Group Plc;37.8;40.0;38.9;39.65;127000
NBK;National Bank of Kenya Ltd;4.12;4.12;4.12;4.12;-
NCBA;NCBA Group Plc;25.5;26.25;26.0;26.35;84800
SBIC;Stanbic Holdings Plc;105.0;105.75;105.25;102.5;370100
SCBK;Standard Chartered Bank Kenya Ltd;141.0;144.5;142.75;144.25;80100
DCON;Deacons (East Africa) Plc;0.45;0.45;0.45;0.45;-
EVRD;Eveready East Africa Ltd;0.79;0.79;0.79;0.79;300
XPRS;Express Kenya Plc;3.9;3.9;3.9;3.9;-
HBE;Homeboyz Entertainment Plc;4.66;4.66;4.66;4.66;-
KQ;Kenya Airways Plc;3.83;3.83;3.83;3.83;-
LKL;Longhorn Publishers Plc;3.4;3.48;3.4;3.4;11400
NBV;Nairobi Business Ventures Ltd;3.6;4.05;3.74;3.7;82500
NMG;Nation Media Group Plc;22.45;22.8;22.7;22.45;6600
SMER;Sameer Africa Plc;2.5;2.7;2.69;2.5;11200
SGL;Standard Group Plc;13.0;13.0;13.0;12.0;300
TPSE;TPS Eastern Africa (Serena) Ltd;12.0;12.0;12.0;12.05;900
UCHM;Uchumi Supermarket Plc;0.19;0.19;0.19;0.18;2400
SCAN;WPP ScanGroup Plc;4.19;4.23;4.22;4.23;38500
ARM;ARM Cement Plc;5.55;5.55;5.55;5.55;-
BAMB;Bamburi Cement Ltd;36.05;38.0;37.25;37.0;11200
CRWN;Crown Paints Kenya Plc;40.0;40.0;40.0;40.0;-
CABL;East African Cables Ltd;0.98;1.04;1.01;1.0;4600
PORT;East African Portland Cement Ltd;6.32;6.5;6.42;6.32;200
KEGN;Kenya Electricity Generating Company Plc;3.52;3.59;3.55;3.56;436200
KPLC-P4;KPLC-P4;4.11;4.11;4.11;4.11;-
KPLC-P7;KPLC-P7;6.0;6.0;6.0;6.0;-
KPLC;Kenya Power and Lighting Company Plc;1.4;1.5;1.4;1.4;743000
TOTL;Total Kenya Ltd;22.8;23.45;23.0;23.15;8900
UMME;Umeme Ltd;8.16;8.18;8.16;8.08;800
BRIT;Britam Holdings Plc;6.7;7.0;6.74;6.78;1200
CIC;CIC Insurance Group Ltd;2.0;2.1;2.02;2.04;158100
JUB;Jubilee Holdings Ltd;268.0;273.0;268.0;268.0;14100
KNRE;Kenya Re-Insurance Corporation Ltd;2.11;2.18;2.14;2.1;29900
LBTY;Liberty Kenya Holdings Ltd;5.3;5.46;5.36;5.38;9400
SLAM;Sanlam Kenya Plc;10.15;10.15;10.15;10.15;-
CTUM;Centum Investment Company Plc;12.0;12.2;12.0;12.25;332400
HAFR;Home Afrika Ltd;0.35;0.36;0.36;0.36;20600
KURV;Kurwitu Ventures Ltd;1500.0;1500.0;1500.0;1500.0;-
OCH;Olympia Capital Holdings Ltd;2.1;2.1;2.1;2.1;7000
TCL;Trans-Century Plc;1.19;1.19;1.19;1.2;1100
NSE;Nairobi Securities Exchange Plc;8.0;8.2;8.08;7.92;8400
BOC;BOC Kenya Plc;73.0;73.25;73.25;73.25;4900
BAT;British American Tobacco Kenya Plc;421.0;422.0;421.0;426.0;900
CARB;Carbacid Investments Plc;11.75;11.75;11.75;11.65;1800
EABL;East African Breweries Ltd;143.75;145.0;144.25;145.0;12900
FTGH;Flame Tree Group Holdings Ltd;1.27;1.27;1.27;1.27;5600
ORCH;Kenya Orchards Ltd;10.4;10.4;10.4;10.4;-
MSC;Mumias Sugar Company Ltd;0.27;0.27;0.27;0.27;-
UNGA;Unga Group Ltd;28.15;28.15;28.15;28.15;-
SCOM;Safaricom Plc;33.5;34.0;33.8;33.85;2155100
FAHR;Stanlib Fahari Income-REIT;6.0;6.3;6.1;6.3;300
GLD;ABSA NewGold ETF;2135.0;2135.0;2135.0;2135.0;-
;;;;;;
