Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;12.65;12.65;12.65;12.65;-
KUKZ;Kakuzi Plc;424.5;424.5;424.5;424.5;-
KAPC;Kapchorua Tea Kenya Plc;90.25;90.25;90.25;99.75;12900
LIMT;Limuru Tea Plc;320.0;320.0;320.0;320.0;-
SASN;Sasini Plc;19.0;20.3;19.65;18.6;600
WTK;Williamson Tea Kenya Plc;134.0;134.0;134.0;134.0;-
CGEN;Car and General (K) Ltd;48.0;50.0;49.05;50.0;1800
ABSA;ABSA Bank Kenya Plc;12.3;12.45;12.35;12.3;81400
BKG;BK Group Plc;29.0;29.0;29.0;29.0;-
COOP;Co-operative Bank of Kenya Ltd;12.8;13.0;12.85;12.85;42500
DTK;Diamond Trust Bank Kenya Ltd;57.75;57.75;57.75;56.0;100
EQTY;Equity Group Holdings Plc;49.6;51.0;49.75;49.85;516900
HFCK;HF Group Ltd;3.2;3.25;3.22;3.23;21300
IMH;I & M Holdings Plc;20.4;20.5;20.5;20.5;55400
KCB;KCB Group Plc;43.05;43.5;43.2;43.25;46000
NBK;National Bank of Kenya Ltd;4.12;4.12;4.12;4.12;-
NCBA;NCBA Group Plc;26.75;27.0;26.95;26.75;15700
SBIC;Stanbic Holdings Plc;103.5;104.75;104.25;104.0;6400
SCBK;Standard Chartered Bank Kenya Ltd;142.5;144.0;144.0;143.0;17200
DCON;Deacons (East Africa) Plc;0.45;0.45;0.45;0.45;-
EVRD;Eveready East Africa Ltd;0.81;0.85;0.84;0.8;2200
XPRS;Express Kenya Plc;3.9;3.9;3.9;3.9;-
HBE;Homeboyz Entertainment Plc;4.66;4.66;4.66;4.66;-
KQ;Kenya Airways Plc;3.83;3.83;3.83;3.83;-
LKL;Longhorn Publishers Plc;3.69;3.69;3.69;3.7;200
NBV;Nairobi Business Ventures Ltd;4.13;4.8;4.22;4.58;70300
NMG;Nation Media Group Plc;20.1;21.5;20.15;21.1;101100
SMER;Sameer Africa Plc;2.5;2.5;2.5;2.31;100
SGL;Standard Group Plc;12.75;12.95;12.9;13.0;800
TPSE;TPS Eastern Africa (Serena) Ltd;12.85;12.85;12.85;12.0;200
UCHM;Uchumi Supermarket Plc;0.18;0.19;0.19;0.19;11200
SCAN;WPP ScanGroup Plc;4.01;4.35;4.04;4.06;14100
ARM;ARM Cement Plc;5.55;5.55;5.55;5.55;-
BAMB;Bamburi Cement Ltd;35.05;35.05;35.05;34.85;1400
CRWN;Crown Paints Kenya Plc;38.0;38.0;38.0;38.0;-
CABL;East African Cables Ltd;1.0;1.05;1.02;1.02;78100
PORT;East African Portland Cement Ltd;6.32;6.32;6.32;6.32;-
KEGN;Kenya Electricity Generating Company Plc;3.54;3.6;3.59;3.58;157800
KPLC-P4;KPLC-P4;4.11;4.11;4.11;4.11;-
KPLC-P7;KPLC-P7;6.0;6.0;6.0;6.0;-
KPLC;Kenya Power and Lighting Company Plc;1.52;1.58;1.56;1.5;38800
TOTL;Total Kenya Ltd;22.05;22.8;22.05;22.9;30800
UMME;Umeme Ltd;7.8;8.0;7.96;7.9;16100
BRIT;Britam Holdings Plc;6.5;6.98;6.6;6.62;103000
CIC;CIC Insurance Group Ltd;2.03;2.1;2.08;2.1;32900
JUB;Jubilee Holdings Ltd;251.75;271.0;267.75;248.5;1200
KNRE;Kenya Re-Insurance Corporation Ltd;2.18;2.25;2.19;2.23;446200
LBTY;Liberty Kenya Holdings Ltd;6.0;6.1;6.02;5.7;4800
SLAM;Sanlam Kenya Plc;11.0;11.0;11.0;11.0;-
CTUM;Centum Investment Company Plc;12.0;12.2;12.1;12.15;5400
HAFR;Home Afrika Ltd;0.34;0.35;0.34;0.37;113200
KURV;Kurwitu Ventures Ltd;1500.0;1500.0;1500.0;1500.0;-
OCH;Olympia Capital Holdings Ltd;2.1;2.1;2.1;2.25;38800
TCL;Trans-Century Plc;1.19;1.19;1.19;1.1;700
NSE;Nairobi Securities Exchange Plc;7.9;8.2;7.92;7.9;26600
BOC;BOC Kenya Plc;73.25;73.25;73.25;75.0;19000
BAT;British American Tobacco Kenya Plc;490.0;490.0;490.0;490.0;1000
CARB;Carbacid Investments Plc;11.1;11.5;11.2;11.5;3600
EABL;East African Breweries Ltd;148.0;149.5;148.25;149.0;215000
FTGH;Flame Tree Group Holdings Ltd;1.28;1.29;1.28;1.29;3300
ORCH;Kenya Orchards Ltd;10.4;10.4;10.4;10.4;-
MSC;Mumias Sugar Company Ltd;0.27;0.27;0.27;0.27;-
UNGA;Unga Group Ltd;28.35;28.35;28.35;28.35;-
SCOM;Safaricom Plc;35.0;35.9;35.45;34.7;9471400
FAHR;Stanlib Fahari Income-REIT;6.0;6.6;6.2;6.5;5300
GLD;ABSA NewGold ETF;2085.0;2085.0;2085.0;2085.0;-
;;;;;;
