EGAD;Eaagads Ltd;36.0;36.0;36.0;300
KUKZ;Kakuzi;152.0;152.0;152.0;100
KAPC;Kapchorua Tea Company Ltd;135.0;135.0;135.0;-
LIMT;Limuru Tea Company Ltd;670.0;670.0;670.0;-
REA;Rea Vipingo Plantations Ltd;27.5;27.5;27.5;-
SASN;Sasini Tea and Coffee Ltd;15.8;16.2;15.95;147900
WTK;Williamson Tea Kenya Ltd;287.0;287.0;287.0;-
C&G;Car and General (K) Ltd;48.5;48.5;48.5;200
CMC;CMC Holdings Ltd;13.5;13.5;13.5;-
FIRE;Sameer Africa Ltd;7.7;8.0;7.75;23200
BBK;Barclays Bank Ltd;15.3;17.0;16.6;276200
COOP;Co-operative Bank of Kenya Ltd;18.5;19.2;19.0;814800
DTK;Diamond Trust Bank Kenya Ltd;244.0;245.0;244.0;5100
EQTY;Equity Group Holdings Ltd;44.25;45.25;44.75;636500
HFCK;HF Group Limited;44.25;45.75;44.25;147500
I&M;I & M Holdings Limited;139.0;139.0;139.0;-
KCB;Kenya Commercial Bank Ltd;53.0;54.5;53.5;1.12M
NBK;National Bank of Kenya Ltd;28.5;30.0;29.5;20700
NIC;NIC Bank Ltd;60.5;62.0;61.0;79700
CFC;Stanbic Holdings Ltd;128.0;130.0;128.0;19900
SCBK;Standard Chartered Bank Ltd;308.0;308.0;308.0;600
XPRS;Express Ltd;6.8;6.9;6.85;1300
KQ;Kenya Airways Ltd;10.05;10.3;10.1;84000
LKL;Longhorn Kenya Ltd;15.0;15.0;15.0;5800
NMG;Nation Media Group;306.0;308.0;307.0;4200
SGL;Standard Group Ltd;35.5;35.5;35.5;100
TPSE;TPS Eastern Africa (Serena) Ltd;37.0;38.0;37.25;12300
UCHM;Uchumi Supermarket Ltd;11.0;11.65;11.1;249700
SCAN;WPP ScanGroup Ltd;46.5;47.0;46.5;2900
ARM;ARM Cement Ltd;77.0;81.0;79.5;53100
BAMB;Bamburi Cement Ltd;173.0;173.0;173.0;4100
BERG;Crown Berger Ltd;97.0;98.0;97.0;900
CABL;East African Cables Ltd;16.35;17.0;16.6;21300
PORT;East African Portland Cement Ltd;79.0;79.0;79.0;500
KENO;KenolKobil Ltd;8.3;8.5;8.35;187000
KEGN;Kenya Electricity Generating Company Ltd;9.0;9.45;9.05;549600
KPLC;Kenya Power and Lighting Ltd;12.85;12.95;12.9;1.12M
TOTL;Total Kenya Ltd;23.5;24.5;24.0;800
UMME;Umeme Limited;20.25;20.25;20.25;-
BRIT;Britam Holdings Ltd;23.0;23.75;23.25;574800
CIC;CIC Insurance Group Ltd;9.9;10.25;10.0;1.22M
JUB;Jubilee Holdings Ltd;381.0;393.0;391.0;5300
KNRE;Kenya Re-Insurance Corporation Ltd;18.0;18.85;18.05;1.94M
CFCI;Liberty Kenya Holdings Ltd;17.8;17.95;17.9;17000
PAFR;Sanlam Kenya Plc;117.0;130.0;123.0;11700
ICDC;Centum Investment Company Ltd;44.0;46.0;44.75;273400
OCH;Olympia Capital Holdings Ltd;5.75;5.85;5.8;1100
TCL;Trans-Century Ltd;24.75;25.0;24.75;1200
BOC;BOC Kenya Ltd;148.0;148.0;148.0;-
BAT;British American Tobacco Kenya Ltd;651.0;651.0;651.0;2000
CARB;Carbacid Investments Ltd;29.0;29.5;29.25;3100
EABL;East African Breweries Ltd;285.0;288.0;287.0;46300
EVRD;Eveready East Africa Ltd;3.4;3.75;3.6;20300
ORCH;Kenya Orchards Ltd;10.25;10.25;10.25;800
MSC;Mumias Sugar Company Ltd;2.4;2.5;2.45;742300
UNGA;Unga Group Ltd;34.0;34.0;34.0;300
SCOM;Safaricom Ltd;11.9;12.3;12.0;4.54M
HAFR;Home Afrika Ltd;3.75;3.9;3.8;175700
KPLC-P4;KPLC-P4;6.7;6.7;6.7;-
KPLC-P7;KPLC-P7;5.5;5.5;5.5;-
^N20I;NSE 20-Share Index;4863.87;4863.87;4863.87;-
^NASI;NSE All-Share Index;150.4;150.4;150.4;-
;;;;;
