Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;24.0;24.0;24.0;24.0;-
KUKZ;Kakuzi;345.0;345.0;345.0;324.0;200
KAPC;Kapchorua Tea Kenya Plc;79.0;79.0;79.0;78.0;200
LIMT;Limuru Tea Plc;540.0;540.0;540.0;540.0;-
SASN;Sasini Tea and Coffee Ltd;26.0;27.5;26.0;27.75;1022100
WTK;Williamson Tea Kenya Plc;164.0;170.0;164.0;165.0;2000
CGEN;Car and General (K) Ltd;23.0;23.0;23.0;23.0;-
ABSA;ABSA Bank Kenya Plc;10.05;10.2;10.1;10.15;165200
COOP;Co-operative Bank of Kenya Ltd;16.3;16.5;16.35;16.4;4053500
DTK;Diamond Trust Bank Kenya Ltd;187.0;187.0;187.0;186.0;33100
EQTY;Equity Group Holdings Ltd;39.75;40.75;40.25;40.0;1269200
HFCK;HF Group Ltd;12.0;12.05;12.0;12.0;15100
IMH;I & M Holdings Plc;120.0;120.0;120.0;120.0;-
KCB;KCB Group Plc;40.75;41.5;40.75;40.75;807900
NBK;National Bank of Kenya Ltd;9.8;10.0;9.95;10.0;17900
NCBA;NCBA Group Plc;38.0;38.5;38.45;38.1;315900
SBIC;Stanbic Holdings Plc;81.0;82.0;81.5;81.5;200
SCBK;Standard Chartered Bank Kenya Ltd;227.0;230.0;228.0;226.75;1300
DCON;Deacons (East Africa) Plc;3.7;3.7;3.7;3.6;1100
EVRD;Eveready East Africa Ltd;2.25;2.4;2.35;2.4;13300
XPRS;Express Ltd;3.25;3.25;3.25;3.25;-
KQ;Kenya Airways Plc;5.8;6.0;5.9;5.75;373600
LKL;Longhorn Publishers Plc;5.95;5.95;5.95;5.8;2300
NBV;Nairobi Business Ventures Ltd;2.35;2.85;2.6;2.6;86700
NMG;Nation Media Group Plc;116.0;118.0;117.0;117.0;5400
SMER;Sameer Africa Plc;2.9;3.0;2.9;2.95;700
SGL;Standard Group Ltd;33.75;38.0;35.5;35.0;8600
TPSE;TPS Eastern Africa (Serena) Ltd;28.0;28.0;28.0;28.25;1200
UCHM;Uchumi Supermarket Ltd;3.45;3.55;3.5;3.55;161000
SCAN;WPP ScanGroup Plc;18.1;18.1;18.1;18.6;1200
ARM;ARM Cement Ltd;14.3;14.5;14.45;14.75;8300
BAMB;Bamburi Cement Ltd;180.0;180.0;180.0;177.0;21700
CRWN;Crown Berger Ltd;77.0;77.0;77.0;77.0;500
CABL;East African Cables Ltd;5.7;5.7;5.7;5.7;1200
PORT;East African Portland Cement Ltd;24.0;24.0;24.0;24.0;-
KENO;KenolKobil Ltd;14.95;15.4;15.0;15.05;2765400
KEGN;Kenya Electricity Generating Company Plc;8.5;9.0;8.7;8.9;478000
KPLC;Kenya Power and Lighting Ltd;10.7;10.85;10.75;10.7;71700
KPLC-P4;KPLC-P4;5.5;5.5;5.5;5.5;-
KPLC-P7;KPLC-P7;6.0;6.0;6.0;6.0;-
TOTL;Total Kenya Ltd;24.25;24.25;24.25;24.25;8900
UMME;Umeme Ltd;13.5;13.6;13.55;14.1;12800
BRIT;Britam Holdings Ltd;13.8;14.5;14.0;14.7;29700
CIC;CIC Insurance Group Ltd;5.5;5.8;5.7;5.55;284900
JUB;Jubilee Holdings Ltd;487.0;487.0;487.0;487.0;100
KNRE;Kenya Re-Insurance Corporation Ltd;20.0;20.25;20.2;20.5;9800
LBTY;Liberty Kenya Holdings Ltd;11.8;12.0;11.8;11.9;589600
SLAM;Sanlam Kenya Plc;29.0;29.0;29.0;29.75;500
CTUM;Centum Investment Company Ltd;42.75;44.0;43.15;42.25;313300
HAFR;Home Afrika Ltd;1.1;1.15;1.1;1.15;115700
KURV;Kurwitu Ventures Ltd;1500.0;1500.0;1500.0;1500.0;-
OCH;Olympia Capital Holdings Ltd;3.2;3.2;3.2;3.2;-
TCL;Trans-Century Ltd;6.35;6.35;6.35;6.35;2000
NSE;Nairobi Securities Exchange Plc;19.5;19.6;19.55;19.4;13900
BAT;BAT Kenya Plc;800.0;800.0;800.0;800.0;2100
BOC;BOC Kenya Plc;110.0;110.0;110.0;100.0;100
CARB;Carbacid Investments Plc;13.0;13.0;13.0;12.95;3300
EABL;East African Breweries Ltd;244.0;245.0;244.0;244.0;75300
FTGH;Flame Tree Group Holdings Ltd;4.9;5.0;4.95;5.0;23300
ORCH;Kenya Orchards Ltd;97.0;97.0;97.0;97.0;-
MSC;Mumias Sugar Company Ltd;1.1;1.2;1.1;1.1;165100
UNGA;Unga Group Ltd;31.5;31.5;31.5;30.5;100
SCOM;Safaricom Plc;24.5;25.25;24.75;24.5;15326600
FAHR;Stanlib Fahari Income-REIT;10.0;10.25;10.0;10.05;54800
GLD;Barclays NewGold ETF;1265.0;1265.0;1265.0;1265.0;-
^FNK15;FTSE NSE Kenya 15 Index;203.68;205.41;203.9;203.91;-
^FNK25;FTSE NSE Kenya 25 Index;207.46;209.52;208.14;207.46;-
^N20I;NSE 20-Share Index;3768.38;3768.38;3768.38;3788.84;-
^N25I;NSE 25-Share Index;4253.62;4253.62;4253.62;4243.4;-
^NASI;NSE All-Share Index;161.99;161.99;161.99;161.34;-
;;;;;;
