Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20070102;52.0;55.0;53.5;54.0;210600
20070103;50.0;54.0;52.0;53.5;189000
20070104;50.0;53.5;52.0;52.0;350700
20070105;50.0;52.5;51.0;52.0;310200
20070108;50.0;53.0;51.0;51.0;279800
20070109;50.0;51.5;50.5;51.0;266500
20070110;50.0;51.5;50.5;50.5;360400
20070111;48.0;51.0;49.75;50.5;756600
20070112;48.25;50.0;49.75;49.75;147300
20070115;48.0;50.5;49.5;49.75;197900
20070116;46.75;50.0;48.25;49.5;300500
20070117;46.0;49.0;47.5;48.25;344700
20070118;47.75;50.0;48.25;47.5;125900
20070119;46.5;53.0;50.5;48.25;379300
20070122;48.0;51.0;49.5;50.5;126000
20070123;49.0;52.0;50.0;49.5;275600
20070124;47.0;51.0;49.0;50.0;386900
20070125;48.0;50.0;48.25;49.0;427500
20070126;45.75;49.0;47.75;48.25;404200
20070129;45.0;50.0;47.75;47.75;786700
20070130;41.75;49.0;44.5;47.75;808600
20070131;40.0;44.0;42.75;44.5;298600
