Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20061101;55.0;60.5;56.5;55.0;161400
20061102;56.0;62.0;59.0;56.5;186900
20061103;57.0;60.0;58.5;59.0;276900
20061106;52.0;60.0;56.5;58.5;660300
20061107;53.0;60.0;56.0;56.5;139300
20061108;53.0;55.0;54.0;56.0;75300
20061109;48.0;58.0;55.0;54.0;373000
20061110;48.0;51.0;50.0;55.0;188200
20061113;45.5;50.0;49.5;50.0;134300
20061114;45.0;50.0;47.75;49.5;208600
20061115;47.0;49.5;48.5;47.75;217100
20061116;48.0;50.0;48.75;48.5;286100
20061117;47.0;50.0;48.75;48.75;228500
20061120;47.0;50.0;49.25;48.75;95900
20061121;45.0;50.0;47.25;49.25;320800
20061122;46.0;48.0;47.75;47.25;193000
20061123;45.0;48.0;46.5;47.75;256000
20061124;44.0;48.0;45.75;46.5;173700
20061127;44.0;48.0;45.75;45.75;159500
20061128;44.5;50.0;44.75;45.75;179100
20061129;43.75;45.0;44.0;44.75;224500
20061130;41.0;44.0;43.75;44.0;181500
