20061101;34.0;35.25;34.5;34.5;2.29M
20061102;33.0;34.75;34.25;34.5;1.27M
20061103;31.5;37.0;34.25;34.25;3.10M
20061106;31.0;34.0;33.0;34.25;1.39M
20061107;31.0;33.0;32.25;33.0;1.45M
20061108;31.0;33.0;32.0;32.25;1.77M
20061109;31.75;34.0;33.0;32.0;3.25M
20061110;31.75;33.5;33.0;33.0;3.13M
20061113;31.0;33.5;32.5;33.0;1.43M
20061114;29.0;34.75;31.75;32.5;1.97M
20061115;28.5;31.75;30.25;31.75;1.19M
20061116;28.0;33.75;31.5;30.25;1.86M
20061117;30.0;34.0;31.75;31.5;2.56M
20061120;28.5;33.0;30.75;31.75;1.15M
20061121;30.0;33.5;31.5;30.75;1.34M
20061122;31.5;34.5;32.0;31.5;1.69M
20061123;29.0;33.0;32.25;32.0;1.67M
20061124;31.75;35.5;32.25;32.25;1.26M
20061127;32.0;32.5;32.0;32.25;599000
20061128;31.0;32.75;32.25;32.0;3.36M
20061129;31.5;32.5;32.0;32.25;1.28M
20061130;30.0;32.75;32.0;32.0;2.94M
