Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;15.0;15.0;15.0;15.0;-
KUKZ;Kakuzi Plc;360.0;360.0;360.0;360.0;-
KAPC;Kapchorua Tea Kenya Plc;82.25;82.25;82.25;82.25;-
LIMT;Limuru Tea Plc;340.0;340.0;340.0;340.0;-
SASN;Sasini Plc;18.3;18.5;18.35;18.4;600
WTK;Williamson Tea Kenya Plc;140.0;145.0;140.75;145.0;4200
CGEN;Car and General (K) Ltd;24.2;24.2;24.2;24.2;-
ABSA;ABSA Bank Kenya Plc;8.94;9.48;9.22;9.22;168500
BKG;BK Group Plc;26.0;26.0;26.0;26.0;-
COOP;Co-operative Bank of Kenya Ltd;12.1;12.3;12.25;12.2;140300
DTK;Diamond Trust Bank Kenya Ltd;63.0;63.5;63.25;63.25;15600
EQTY;Equity Group Holdings Plc;42.2;43.95;43.55;42.05;4250600
HFCK;HF Group Ltd;3.7;4.0;3.9;4.0;2700
IMH;I & M Holdings Plc;20.5;22.5;22.25;22.65;15200
KCB;KCB Group Plc;42.2;43.25;43.0;42.25;2872500
NBK;National Bank of Kenya Ltd;4.12;4.12;4.12;4.12;-
NCBA;NCBA Group Plc;24.85;25.5;25.1;25.05;20400
SBIC;Stanbic Holdings Plc;80.0;80.0;80.0;82.75;500
SCBK;Standard Chartered Bank Kenya Ltd;131.0;132.0;131.5;131.75;84700
DCON;Deacons (East Africa) Plc;0.45;0.45;0.45;0.45;-
EVRD;Eveready East Africa Ltd;0.94;1.0;0.97;0.99;50200
XPRS;Express Kenya Plc;4.05;4.05;4.05;4.05;-
KQ;Kenya Airways Plc;3.83;3.83;3.83;3.83;-
LKL;Longhorn Publishers Plc;4.0;4.48;4.05;4.08;65800
NBV;Nairobi Business Ventures Ltd;5.2;5.48;5.46;5.2;9100
NMG;Nation Media Group Plc;16.7;17.0;16.95;16.85;55700
SMER;Sameer Africa Plc;3.31;3.5;3.38;3.59;1400
SGL;Standard Group Plc;17.0;17.0;17.0;16.65;300
TPSE;TPS Eastern Africa (Serena) Ltd;13.2;14.95;14.1;14.6;9700
UCHM;Uchumi Supermarket Plc;0.26;0.26;0.26;0.24;12300
SCAN;WPP ScanGroup Plc;5.46;5.78;5.5;5.44;12800
ARM;ARM Cement Plc;5.55;5.55;5.55;5.55;-
BAMB;Bamburi Cement Ltd;35.0;36.0;35.0;36.05;568400
CRWN;Crown Paints Kenya Plc;40.0;40.0;40.0;40.0;1300
CABL;East African Cables Ltd;1.2;1.25;1.21;1.18;2400
PORT;East African Portland Cement Ltd;8.0;8.0;8.0;8.0;-
KEGN;Kenya Electricity Generating Company Plc;3.95;4.0;3.97;3.98;205300
KPLC-P4;KPLC-P4;4.53;4.53;4.53;4.53;-
KPLC-P7;KPLC-P7;6.0;6.0;6.0;6.0;-
KPLC;Kenya Power and Lighting Company Plc;1.35;1.4;1.37;1.38;63500
TOTL;Total Kenya Ltd;23.6;23.95;23.8;23.95;6500
UMME;Umeme Ltd;5.92;5.92;5.92;5.92;-
BRIT;Britam Holdings Plc;7.1;7.22;7.2;7.1;7700
CIC;CIC Insurance Group Ltd;2.06;2.16;2.11;2.16;267600
JUB;Jubilee Holdings Ltd;276.0;280.0;280.0;278.0;4400
KNRE;Kenya Re-Insurance Corporation Ltd;2.3;2.36;2.33;2.32;1583900
LBTY;Liberty Kenya Holdings Ltd;7.0;7.3;7.12;7.32;21100
SLAM;Sanlam Kenya Plc;11.0;11.0;11.0;11.0;15100
CTUM;Centum Investment Company Plc;14.6;15.5;14.7;14.85;222700
HAFR;Home Afrika Ltd;0.39;0.4;0.4;0.38;4600
KURV;Kurwitu Ventures Ltd;1500.0;1500.0;1500.0;1500.0;-
OCH;Olympia Capital Holdings Ltd;2.0;2.0;2.0;2.0;100
TCL;Trans-Century Plc;1.19;1.2;1.19;1.19;8700
NSE;Nairobi Securities Exchange Plc;8.5;9.0;8.72;8.5;6200
BOC;BOC Kenya Plc;68.5;68.5;68.5;68.5;-
BAT;British American Tobacco Kenya Plc;464.0;470.0;467.75;464.75;300
CARB;Carbacid Investments Plc;10.0;10.2;10.0;10.15;64600
EABL;East African Breweries Ltd;180.0;181.0;180.5;181.0;9800
FTGH;Flame Tree Group Holdings Ltd;1.38;1.4;1.4;1.4;29700
ORCH;Kenya Orchards Ltd;10.4;10.4;10.4;10.4;-
UNGA;Unga Group Ltd;29.0;29.0;29.0;28.0;700
SCOM;Safaricom Plc;41.1;42.8;41.8;42.75;6141500
FAHR;Stanlib Fahari Income-REIT;5.98;6.0;6.0;5.96;4800
GLD;ABSA NewGold ETF;1860.0;1860.0;1860.0;1860.0;-
^FNK15;FTSE NSE Kenya 15 Index;197.59;199.95;199.09;198.03;-
^FNK25;FTSE NSE Kenya 25 Index;226.25;228.9;227.75;228.9;-
^N20I;NSE 20-Share Index;1865.3;1865.3;1865.3;1863.86;-
^N25I;NSE 25-Share Index;3711.8;3711.8;3711.8;3724.48;-
^NASI;NSE All-Share Index;172.68;172.68;172.68;174.73;-
^ZKEQTK;Zamara Kenya Equity Index (KES);2077.52;2077.52;2077.52;2064.49;-
^ZKEQTU;Zamara Kenya Equity Index (USD);1662.4;1662.4;1662.4;1650.44;-
;;;;;;
