Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20091001;7.65;7.65;7.65;7.65;-
20091002;7.65;7.65;7.65;7.65;-
20091005;7.65;7.65;7.65;7.65;-
20091006;7.65;7.65;7.65;7.65;-
20091007;7.65;7.65;7.65;7.65;-
20091008;7.65;7.65;7.65;7.65;-
20091009;7.65;7.65;7.65;7.65;-
20091012;7.65;7.65;7.65;7.65;-
20091013;7.65;7.65;7.65;7.65;-
20091014;7.65;7.65;7.65;7.65;-
20091015;7.65;7.65;7.65;7.65;-
20091016;7.65;7.65;7.65;7.65;-
20091019;7.65;7.65;7.65;7.65;-
20091021;7.65;7.65;7.65;7.65;-
20091022;7.65;7.65;7.65;7.65;-
20091023;7.65;7.65;7.65;7.65;-
20091026;7.65;7.65;7.65;7.65;-
20091027;7.65;7.65;7.65;7.65;-
20091028;7.65;7.65;7.65;7.65;-
20091029;7.65;7.65;7.65;7.65;-
20091030;7.65;7.65;7.65;7.65;-
