Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20101101;50.0;50.0;50.0;50.0;-
20101102;50.0;50.0;50.0;50.0;-
20101103;46.0;46.0;46.0;50.0;20000
20101104;46.0;46.0;46.0;46.0;9100
20101105;50.0;50.0;50.0;46.0;300
20101108;50.0;50.0;50.0;50.0;200
20101109;50.0;50.0;50.0;50.0;-
20101110;50.0;50.0;50.0;50.0;400
20101111;50.0;50.0;50.0;50.0;-
20101112;50.0;50.0;50.0;50.0;-
20101115;50.0;50.0;50.0;50.0;-
20101116;50.0;50.0;50.0;50.0;7800
20101117;48.5;50.0;49.75;50.0;5700
20101118;48.0;48.0;48.0;49.75;800
20101119;48.0;48.0;48.0;48.0;-
20101122;48.0;48.0;48.0;48.0;-
20101123;48.0;48.0;48.0;48.0;-
20101124;48.0;48.0;48.0;48.0;-
20101125;48.0;48.0;48.0;48.0;-
20101126;48.0;48.0;48.0;48.0;-
20101129;48.0;48.0;48.0;48.0;-
20101130;48.0;48.0;48.0;48.0;-
