Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20190603;11.0;12.0;11.0;12.0;606000
20190604;12.0;12.0;12.0;11.0;2700
20190605;12.0;12.0;12.0;11.0;2700
20190606;12.0;12.1;12.0;12.0;3600
20190607;12.05;12.1;12.05;12.0;2200
20190610;12.0;12.0;12.0;12.05;2300
20190611;11.5;11.5;11.5;12.0;400
20190612;11.1;11.5;11.45;11.5;22800
20190613;11.15;11.7;11.45;11.45;8600
20190614;11.0;11.4;11.1;11.45;6800
20190617;11.0;11.4;11.15;11.1;20700
20190618;11.05;12.25;11.8;11.15;3200
20190619;11.0;12.0;11.0;11.8;502000
20190620;11.0;11.2;11.05;11.0;9600
20190621;11.05;11.8;11.7;11.05;3600
20190624;11.0;11.8;11.1;11.7;17600
20190625;11.7;11.8;11.7;11.1;3900
20190626;11.0;12.0;11.75;11.7;30600
20190627;11.75;11.75;11.75;11.75;5100
20190628;11.0;11.7;11.05;11.75;6700
