20080701,7.25,7.5,7.35,41.09M
20080702,7.2,7.5,7.25,60.29M
20080703,7.0,7.4,7.2,47.49M
20080704,7.05,7.2,7.1,25.27M
20080707,6.95,7.2,7.05,29.58M
20080708,6.85,7.0,6.9,21.29M
20080709,6.75,7.0,6.8,33.55M
20080710,6.8,7.2,6.95,64.66M
20080711,6.85,7.0,6.9,21.28M
20080714,6.7,6.95,6.8,17.92M
20080715,6.55,6.8,6.7,29.32M
20080716,6.65,6.75,6.65,30.19M
20080717,6.5,6.7,6.6,18.20M
20080718,5.95,6.6,6.2,72.49M
20080721,6.2,6.5,6.3,21.75M
20080722,6.4,6.5,6.45,28.31M
20080723,6.35,6.5,6.45,22.01M
20080724,6.4,6.5,6.45,17.64M
20080725,6.25,6.95,6.35,115.17M
20080728,6.05,6.4,6.3,13.17M
20080729,6.0,6.2,6.0,31.88M
20080730,5.75,6.2,5.95,49.74M
20080731,5.45,6.0,5.8,18.27M
