Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;10.0;10.0;10.0;9.9;100
KUKZ;Kakuzi;318.0;318.0;318.0;318.0;-
KAPC;Kapchorua Tea Kenya Plc;76.25;83.0;78.0;83.0;800
LIMT;Limuru Tea Plc;440.0;440.0;440.0;440.0;-
SASN;Sasini Tea and Coffee Ltd;16.3;16.3;16.3;16.3;-
WTK;Williamson Tea Kenya Plc;122.0;124.0;122.75;123.0;300
CGEN;Car and General (K) Ltd;24.0;24.0;24.0;24.0;-
ABSA;ABSA Bank Kenya Plc;13.0;13.1;13.0;13.0;173300
BKG;BK Group Plc;22.4;22.4;22.4;22.4;-
COOP;Co-operative Bank of Kenya Ltd;14.7;14.85;14.8;14.9;330800
DTK;Diamond Trust Bank Kenya Ltd;107.75;109.5;108.25;112.0;23800
EQTY;Equity Group Holdings Ltd;47.1;48.6;48.15;48.6;1510800
HFCK;HF Group Ltd;4.32;4.8;4.64;4.79;44500
IMH;I & M Holdings Plc;54.5;54.5;54.5;54.5;2700
KCB;KCB Group Plc;48.0;49.0;48.55;49.0;278900
NBK;National Bank of Kenya Ltd;4.12;4.12;4.12;4.12;-
NCBA;NCBA Group Plc;34.0;35.5;35.1;35.65;36400
SBIC;Stanbic Holdings Plc;100.0;105.25;103.0;106.0;5400
SCBK;Standard Chartered Bank Kenya Ltd;198.0;203.5;202.5;199.75;3400
DCON;Deacons (East Africa) Plc;0.45;0.45;0.45;0.45;-
EVRD;Eveready East Africa Ltd;1.06;1.11;1.07;1.01;6600
XPRS;Express Ltd;6.0;6.0;6.0;6.0;-
KQ;Kenya Airways Plc;2.05;2.25;2.06;2.17;38600
LKL;Longhorn Publishers Plc;5.4;5.58;5.42;5.58;4800
NBV;Nairobi Business Ventures Ltd;0.7;0.7;0.7;0.7;-
NMG;Nation Media Group Plc;29.25;30.0;29.65;29.75;51500
SMER;Sameer Africa Plc;2.55;2.57;2.56;2.8;3200
SGL;Standard Group Ltd;23.5;24.0;23.55;25.35;1400
TPSE;TPS Eastern Africa (Serena) Ltd;17.0;17.05;17.0;17.1;24400
UCHM;Uchumi Supermarket Ltd;0.26;0.28;0.28;0.28;6000
SCAN;WPP ScanGroup Plc;16.5;18.15;16.5;17.0;102800
ARM;ARM Cement Ltd;5.55;5.55;5.55;5.55;-
BAMB;Bamburi Cement Ltd;61.5;62.0;62.0;59.0;400
CRWN;Crown Berger Ltd;62.0;62.0;62.0;62.0;300
CABL;East African Cables Ltd;1.9;1.95;1.91;1.94;1000
PORT;East African Portland Cement Ltd;14.25;14.25;14.25;14.25;-
KEGN;Kenya Electricity Generating Company Plc;5.4;5.5;5.44;5.46;174600
KPLC;Kenya Power and Lighting Ltd;2.39;2.6;2.52;2.66;254300
KPLC-P4;KPLC-P4;5.0;5.0;5.0;5.0;-
KPLC-P7;KPLC-P7;6.0;6.0;6.0;6.0;-
TOTL;Total Kenya Ltd;25.75;27.0;25.9;27.0;5100
UMME;Umeme Ltd;7.2;7.2;7.2;7.2;-
BRIT;Britam Holdings Ltd;7.1;7.5;7.38;7.44;42800
CIC;CIC Insurance Group Ltd;2.69;2.8;2.69;2.65;14700
JUB;Jubilee Holdings Ltd;350.0;350.0;350.0;353.0;100
KNRE;Kenya Re-Insurance Corporation Ltd;2.8;2.99;2.92;2.78;24300
LBTY;Liberty Kenya Holdings Ltd;9.02;9.02;9.02;9.08;1300
SLAM;Sanlam Kenya Plc;16.7;16.7;16.7;16.7;200
CTUM;Centum Investment Company Ltd;25.0;26.0;25.65;25.95;142700
HAFR;Home Afrika Ltd;0.43;0.47;0.44;0.45;174700
KURV;Kurwitu Ventures Ltd;1500.0;1500.0;1500.0;1500.0;-
OCH;Olympia Capital Holdings Ltd;2.5;2.5;2.5;2.56;4600
TCL;Trans-Century Ltd;2.3;2.3;2.3;2.3;-
NSE;Nairobi Securities Exchange Plc;10.7;10.7;10.7;10.7;9900
BAT;BAT Kenya Plc;490.0;490.0;490.0;490.0;500
BOC;BOC Kenya Plc;64.0;64.0;64.0;64.75;200
CARB;Carbacid Investments Plc;8.5;8.6;8.52;8.8;1900
EABL;East African Breweries Ltd;200.0;202.5;201.5;203.25;5900
FTGH;Flame Tree Group Holdings Ltd;1.87;1.87;1.87;1.7;100
ORCH;Kenya Orchards Ltd;12.5;12.5;12.5;12.5;-
UNGA;Unga Group Ltd;31.0;31.0;31.0;31.0;-
SCOM;Safaricom Plc;27.95;29.5;28.2;29.75;5608400
FAHR;Stanlib Fahari Income-REIT;8.0;9.0;8.74;8.46;16200
GLD;Barclays NewGold ETF;1520.0;1520.0;1520.0;1520.0;-
^FNK15;FTSE NSE Kenya 15 Index;202.93;208.26;204.76;208.26;-
^FNK25;FTSE NSE Kenya 25 Index;208.29;215.82;210.08;215.82;-
^N20I;NSE 20-Share Index;2429.19;2429.19;2429.19;2452.05;-
^N25I;NSE 25-Share Index;3798.2;3798.2;3798.2;3878.19;-
^NASI;NSE All-Share Index;152.42;152.42;152.42;157.01;-
^ZKEQTK;Zamara Kenya Equity Index (KES);2018.93;2018.93;2018.93;2054.42;-
^ZKEQTU;Zamara Kenya Equity Index (USD);1722.8;1722.8;1722.8;1747.88;-
;;;;;;
