EGAD;Eaagads Ltd;32.0;32.0;32.0;-
KUKZ;Kakuzi;81.0;82.0;81.0;1700
KAPC;Kapchorua Tea Company Ltd;115.0;115.0;115.0;-
LIMT;Limuru Tea Company Ltd;430.0;430.0;430.0;-
REA;Rea Vipingo Plantations Ltd;15.6;15.6;15.6;1000
SASN;Sasini Tea and Coffee Ltd;11.25;11.5;11.45;11300
WTK;Williamson Tea Kenya Ltd;241.0;241.0;241.0;400
C&G;Car and General (K) Ltd;29.0;29.0;29.0;-
CMC;CMC Holdings Ltd;13.5;13.5;13.5;-
FIRE;Sameer Africa Ltd;4.5;4.8;4.7;4000
BBK;Barclays Bank Ltd;12.7;12.9;12.75;351600
COOP;Co-operative Bank of Kenya Ltd;13.5;13.85;13.65;297700
DTK;Diamond Trust Bank Kenya Ltd;95.0;96.0;95.5;144600
EQTY;Equity Group Holdings Ltd;20.5;21.0;20.75;150600
HFCK;HF Group Limited;14.3;14.85;14.8;33600
KCB;Kenya Commercial Bank Ltd;22.5;23.0;22.5;1.35M
NBK;National Bank of Kenya Ltd;19.0;19.5;19.2;46100
NIC;NIC Bank Ltd;29.75;30.25;30.0;40400
CFC;Stanbic Holdings Ltd;41.0;41.5;41.0;18900
SCBK;Standard Chartered Bank Ltd;165.0;166.0;165.0;1900
XPRS;Express Ltd;4.0;4.0;4.0;10900
KQ;Kenya Airways Ltd;14.8;14.95;14.85;255900
NMG;Nation Media Group;167.0;170.0;167.0;800
SGL;Standard Group Ltd;21.0;21.0;21.0;300
TPSE;TPS Eastern Africa (Serena) Ltd;46.0;46.0;46.0;-
UCHM;Uchumi Supermarket Ltd;14.1;14.3;14.25;646500
SCAN;WPP ScanGroup Ltd;50.0;55.0;54.5;486300
ARM;ARM Cement Ltd;185.0;190.0;187.0;11900
BAMB;Bamburi Cement Ltd;146.0;150.0;148.0;2300
BERG;Crown Berger Ltd;27.5;27.5;27.5;-
CABL;East African Cables Ltd;11.1;11.2;11.1;12600
PORT;East African Portland Cement Ltd;60.0;60.0;60.0;100
KENO;KenolKobil Ltd;12.0;12.55;12.45;272500
KEGN;Kenya Electricity Generating Company Ltd;8.0;8.8;8.25;196700
KPLC;Kenya Power and Lighting Ltd;15.3;15.5;15.4;809800
TOTL;Total Kenya Ltd;15.2;16.5;15.6;10900
BRIT;Britam Holdings Ltd;4.8;5.0;4.9;254400
JUB;Jubilee Holdings Ltd;181.0;181.0;181.0;800
KNRE;Kenya Re-Insurance Corporation Ltd;9.7;10.0;9.75;26800
CFCI;Liberty Kenya Holdings Ltd;7.6;7.75;7.7;16900
PAFR;Sanlam Kenya Plc;28.0;30.25;28.25;10100
ICDC;Centum Investment Company Ltd;15.2;15.65;15.5;143900
OCH;Olympia Capital Holdings Ltd;3.45;3.45;3.45;-
TCL;Trans-Century Ltd;22.75;22.75;22.75;-
BOC;BOC Kenya Ltd;115.0;115.0;115.0;-
BAT;British American Tobacco Kenya Ltd;320.0;325.0;323.0;6500
CARB;Carbacid Investments Ltd;100.0;100.0;100.0;-
EABL;East African Breweries Ltd;209.0;210.0;209.0;869300
EVRD;Eveready East Africa Ltd;1.65;1.65;1.65;19500
ORCH;Kenya Orchards Ltd;3.0;3.0;3.0;-
MSC;Mumias Sugar Company Ltd;5.1;5.45;5.15;2.73M
UNGA;Unga Group Ltd;10.3;10.5;10.35;20500
SCOM;Safaricom Ltd;3.3;3.4;3.3;1.11M
KPLC-P4;KPLC-P4;7.65;7.65;7.65;-
KPLC-P7;KPLC-P7;5.5;5.5;5.5;-
^N20I;NSE 20-Share Index;3546.66;3546.66;3546.66;-
^NASI;NSE All-Share Index;76.91;76.91;76.91;-
;;;;;
