Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20180801;12.25;13.1;12.9;13.05;17300
20180802;12.9;12.9;12.9;12.9;5100
20180803;13.0;13.75;13.45;12.9;500
20180806;12.9;13.5;12.95;13.45;2400
20180807;12.95;12.95;12.95;12.95;600
20180808;13.45;13.45;13.45;12.95;500
20180809;13.0;13.45;13.05;13.45;10400
20180810;13.45;13.45;13.45;13.05;100
20180813;12.95;13.45;13.15;13.45;10100
20180814;13.1;13.45;13.15;13.15;8400
20180815;12.7;13.45;12.9;13.15;1000
20180816;13.8;13.8;13.8;12.9;900
20180817;12.65;12.65;12.65;13.8;200
20180820;13.5;13.5;13.5;12.65;100
20180821;13.5;13.5;13.5;12.65;100
20180822;13.5;13.5;13.5;13.5;300
20180823;13.45;13.45;13.45;13.5;400
20180824;12.8;13.45;13.3;13.45;500
20180827;13.45;13.45;13.45;13.3;500
20180828;13.0;13.3;13.15;13.45;3800
20180829;13.3;13.3;13.3;13.15;1700
20180830;12.65;13.45;12.95;13.3;1400
20180831;12.5;12.5;12.5;12.95;200
