20140502,14.8,15.0,14.9,78300
20140505,14.9,15.0,14.9,170000
20140506,14.7,14.95,14.85,83500
20140507,14.75,14.85,14.75,127000
20140508,14.75,14.8,14.75,75200
20140509,14.75,14.85,14.75,102400
20140512,14.75,14.9,14.8,143700
20140513,14.8,14.9,14.85,206900
20140514,14.8,14.95,14.8,93300
20140515,14.8,14.9,14.8,154800
20140516,14.85,15.0,14.9,257600
20140519,14.85,15.2,14.9,3.26M
20140520,14.85,14.95,14.85,450200
20140521,14.8,14.9,14.85,129700
20140522,14.7,14.85,14.8,313600
20140523,14.5,14.75,14.55,56700
20140526,14.3,14.7,14.45,2.08M
20140527,14.2,14.55,14.25,2.19M
20140528,14.15,14.35,14.15,2.20M
20140529,14.2,14.3,14.25,375900
20140530,14.0,14.25,14.1,86500
