Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20191001;1510.49;1510.49;1510.49;1505.57;-
20191002;1513.3;1513.3;1513.3;1510.49;-
20191003;1521.67;1521.67;1521.67;1513.3;-
20191004;1522.45;1522.45;1522.45;1521.67;-
20191007;1499.8;1499.8;1499.8;1522.45;-
20191008;1495.5;1495.5;1495.5;1499.8;-
20191009;1501.81;1501.81;1501.81;1495.5;-
20191010;1501.81;1501.81;1501.81;1495.5;-
20191011;1504.95;1504.95;1504.95;1501.81;-
20191014;1500.95;1500.95;1500.95;1504.95;-
20191015;1499.92;1499.92;1499.92;1500.95;-
20191016;1496.24;1496.24;1496.24;1499.92;-
20191017;1526.89;1526.89;1526.89;1496.24;-
20191018;1538.86;1538.86;1538.86;1526.89;-
20191022;1551.67;1551.67;1551.67;1538.86;-
20191023;1557.24;1557.24;1557.24;1551.67;-
20191024;1564.85;1564.85;1564.85;1557.24;-
20191025;1571.77;1571.77;1571.77;1564.85;-
20191028;1586.04;1586.04;1586.04;1571.77;-
20191029;1591.82;1591.82;1591.82;1586.04;-
20191030;1658.8;1658.8;1658.8;1591.82;-
20191031;1733.65;1733.65;1733.65;1658.8;-
