Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20191001;114.0;115.0;114.0;114.0;20300
20191002;114.0;118.0;115.0;114.0;3100
20191003;115.0;115.0;115.0;115.0;5500
20191004;115.0;115.0;115.0;115.0;500
20191007;114.0;114.0;114.0;115.0;300
20191008;115.0;115.0;115.0;114.0;400
20191009;115.0;115.0;115.0;115.0;-
20191010;115.0;115.0;115.0;115.0;-
20191011;114.0;115.0;114.75;115.0;2400
20191014;115.0;115.0;115.0;114.75;6300
20191015;114.0;115.0;114.75;115.0;3200
20191016;113.0;113.0;113.0;114.75;100
20191017;115.0;115.0;115.0;113.0;1075800
20191018;117.5;117.5;117.5;115.0;900
20191022;115.0;117.5;115.0;117.5;861000
20191023;117.5;119.5;119.25;115.0;900
20191024;115.0;115.0;115.0;119.25;4100
20191025;115.0;115.0;115.0;115.0;600
20191028;115.0;118.5;117.0;115.0;500
20191029;115.0;117.0;115.5;117.0;700
20191030;115.0;125.0;115.0;115.5;1190800
20191031;116.0;120.0;117.75;115.0;1003600
