Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;13.15;13.15;13.15;13.15;-
KUKZ;Kakuzi Plc;385.0;385.0;385.0;385.0;-
KAPC;Kapchorua Tea Kenya Plc;81.5;81.5;81.5;81.5;-
LIMT;Limuru Tea Plc;385.0;385.0;385.0;385.0;-
SASN;Sasini Plc;19.0;19.75;19.45;19.5;1100
WTK;Williamson Tea Kenya Plc;125.0;129.0;126.75;129.0;700
CGEN;Car and General (K) Ltd;22.35;22.35;22.35;22.35;-
ABSA;ABSA Bank Kenya Plc;9.8;9.9;9.84;9.84;144700
BKG;BK Group Plc;13.5;13.5;13.5;13.5;830100
COOP;Co-operative Bank of Kenya Ltd;11.85;12.0;11.95;11.9;63000
DTK;Diamond Trust Bank Kenya Ltd;60.5;68.5;61.0;62.75;162600
EQTY;Equity Group Holdings Plc;35.75;36.0;36.0;36.0;2417800
HFCK;HF Group Ltd;4.1;4.2;4.13;4.13;16700
IMH;I & M Holdings Plc;43.5;44.5;44.0;44.6;43800
KCB;KCB Group Plc;37.9;38.1;38.0;38.0;1451500
NBK;National Bank of Kenya Ltd;4.12;4.12;4.12;4.12;-
NCBA;NCBA Group Plc;22.8;23.5;22.85;23.15;171200
SBIC;Stanbic Holdings Plc;75.0;82.0;75.0;75.0;6500
SCBK;Standard Chartered Bank Kenya Ltd;160.0;162.0;160.75;160.0;3000
DCON;Deacons (East Africa) Plc;0.45;0.45;0.45;0.45;-
EVRD;Eveready East Africa Ltd;0.95;0.95;0.95;0.99;300
XPRS;Express Kenya Plc;4.8;4.8;4.8;4.8;100
KQ;Kenya Airways Plc;3.83;3.83;3.83;3.83;-
LKL;Longhorn Publishers Plc;4.75;4.8;4.76;4.75;25100
NBV;Nairobi Business Ventures Ltd;0.66;0.66;0.66;0.65;400
NMG;Nation Media Group Plc;17.5;18.75;18.05;17.1;62600
SMER;Sameer Africa Plc;3.9;4.0;3.94;4.0;500
SGL;Standard Group Plc;18.6;18.6;18.6;18.6;-
TPSE;TPS Eastern Africa (Serena) Ltd;16.5;17.0;16.65;15.6;400
UCHM;Uchumi Supermarket Plc;0.29;0.3;0.29;0.31;22900
SCAN;WPP ScanGroup Plc;7.3;7.7;7.44;7.68;49600
ARM;ARM Cement Plc;5.55;5.55;5.55;5.55;-
BAMB;Bamburi Cement Ltd;23.6;24.5;23.8;24.05;19800
CRWN;Crown Paints Kenya Plc;49.0;49.0;49.0;49.0;-
CABL;East African Cables Ltd;1.7;1.76;1.76;1.8;24100
PORT;East African Portland Cement Ltd;14.85;14.85;14.85;14.85;-
KEGN;Kenya Electricity Generating Company Plc;5.0;5.36;5.02;5.36;4657100
KPLC-P4;KPLC-P4;5.0;5.0;5.0;5.0;-
KPLC-P7;KPLC-P7;6.0;6.0;6.0;6.0;-
KPLC;Kenya Power and Lighting Company Plc;1.78;1.82;1.79;1.8;589900
TOTL;Total Kenya Ltd;23.8;24.5;24.4;23.65;700
UMME;Umeme Ltd;6.62;7.48;7.28;6.88;1100
BRIT;Britam Holdings Plc;7.0;7.36;7.18;7.26;105900
CIC;CIC Insurance Group Ltd;2.0;2.15;2.07;2.15;93000
JUB;Jubilee Holdings Ltd;220.0;220.0;220.0;219.0;2500
KNRE;Kenya Re-Insurance Corporation Ltd;2.27;2.34;2.31;2.27;1824400
LBTY;Liberty Kenya Holdings Ltd;7.6;7.6;7.6;7.5;100
SLAM;Sanlam Kenya Plc;12.0;12.0;12.0;12.0;-
CTUM;Centum Investment Company Plc;20.7;21.0;20.85;20.7;115100
HAFR;Home Afrika Ltd;0.4;0.45;0.41;0.44;170000
KURV;Kurwitu Ventures Ltd;1500.0;1500.0;1500.0;1500.0;-
OCH;Olympia Capital Holdings Ltd;2.3;2.3;2.3;2.3;-
TCL;Trans-Century Plc;1.6;1.66;1.63;1.66;900
NSE;Nairobi Securities Exchange Plc;8.0;8.66;8.22;8.54;11300
BOC;BOC Kenya Plc;55.25;55.25;55.25;55.25;-
BAT;British American Tobacco Kenya Plc;340.0;340.0;340.0;332.5;8000
CARB;Carbacid Investments Plc;8.02;8.1;8.08;8.0;31900
EABL;East African Breweries Ltd;160.5;165.0;160.5;161.5;599900
FTGH;Flame Tree Group Holdings Ltd;1.35;1.4;1.39;1.37;2500
ORCH;Kenya Orchards Ltd;11.05;11.05;11.05;12.25;300
UNGA;Unga Group Ltd;30.05;30.05;30.05;30.05;-
SCOM;Safaricom Plc;29.5;30.4;30.05;29.9;9994800
FAHR;Stanlib Fahari Income-REIT;5.0;5.48;5.04;5.42;81600
GLD;ABSA NewGold ETF;2015.0;2015.0;2015.0;2015.0;-
^FNK15;FTSE NSE Kenya 15 Index;173.32;173.63;173.32;173.63;-
^FNK25;FTSE NSE Kenya 25 Index;185.68;185.73;185.73;185.68;-
^N20I;NSE 20-Share Index;1839.96;1839.96;1839.96;1848.74;-
^N25I;NSE 25-Share Index;3219.35;3219.35;3219.35;3219.29;-
^NASI;NSE All-Share Index;139.77;139.77;139.77;139.54;-
^ZKEQTK;Zamara Kenya Equity Index (KES);1711.21;1711.21;1711.21;1710.97;-
^ZKEQTU;Zamara Kenya Equity Index (USD);1359.18;1359.18;1359.18;1359.62;-
;;;;;;
