EGAD;Eaagads Ltd;36.5;37.0;36.5;194800
KAPC;Kapchorua Tea Company Ltd;95.0;95.0;95.0;35000
REA;Rea Vipingo Plantations Ltd;23.0;26.0;25.0;43500
SASN;Sasini Tea and Coffee Ltd;121.0;128.0;125.0;132900
WTK;Williamson Tea Kenya Ltd;115.0;118.0;116.0;4300
C&G;Car and General (K) Ltd;50.0;50.0;50.0;1500
CMC;CMC Holdings Ltd;160.0;165.0;161.0;58900
FIRE;Sameer Africa Ltd;24.75;29.5;27.0;155000
BBK;Barclays Bank Ltd;80.0;90.0;85.5;147300
DTK;Diamond Trust Bank Kenya Ltd;69.0;70.0;69.5;4500
EQTY;Equity Group Holdings Ltd;134.0;140.0;135.0;54300
HFCK;HF Group Limited;39.0;41.5;40.0;58400
KCB;Kenya Commercial Bank Ltd;202.0;215.0;212.0;98800
NBK;National Bank of Kenya Ltd;50.0;55.0;53.5;38400
NIC;NIC Bank Ltd;99.5;100.0;99.5;25900
CFC;Stanbic Holdings Ltd;85.0;93.5;86.0;27000
SCBK;Standard Chartered Bank Ltd;195.0;210.0;204.0;39800
XPRS;Express Ltd;23.0;23.0;23.0;11500
KQ;Kenya Airways Ltd;116.0;123.0;119.0;94500
NMG;Nation Media Group;300.0;335.0;320.0;45100
SGL;Standard Group Ltd;52.0;54.0;52.5;28200
TPSE;TPS Eastern Africa (Serena) Ltd;84.5;85.0;84.5;4400
SCAN;WPP ScanGroup Ltd;20.5;22.0;21.5;190900
ARM;ARM Cement Ltd;80.0;84.0;81.5;24200
BAMB;Bamburi Cement Ltd;190.0;205.0;193.0;37900
BERG;Crown Berger Ltd;39.0;40.0;39.0;4100
CABL;East African Cables Ltd;43.0;46.0;44.5;144900
PORT;East African Portland Cement Ltd;131.0;131.0;131.0;500
KENO;KenolKobil Ltd;105.0;107.0;105.0;30400
KEGN;Kenya Electricity Generating Company Ltd;29.25;32.25;31.25;1.37M
KPLC;Kenya Power and Lighting Ltd;247.0;255.0;249.0;32100
TOTL;Total Kenya Ltd;32.0;35.0;32.5;67000
JUB;Jubilee Holdings Ltd;300.0;330.0;312.0;11000
PAFR;Sanlam Kenya Plc;85.0;85.0;85.0;12900
ICDC;Centum Investment Company Ltd;350.0;390.0;361.0;62000
OCH;Olympia Capital Holdings Ltd;24.0;24.5;24.0;1700
BAT;British American Tobacco Kenya Ltd;195.0;198.0;195.0;48000
EABL;East African Breweries Ltd;135.0;141.0;139.0;53600
MSC;Mumias Sugar Company Ltd;52.5;57.0;55.5;187500
UNGA;Unga Group Ltd;18.0;19.0;18.25;24800
^N20I;NSE 20-Share Index;5490.2;5490.2;5490.2;-
;;;;;
