EGAD;Eaagads Ltd;37.0;40.0;38.75;2400
KUKZ;Kakuzi;39.0;39.0;39.0;500
KAPC;Kapchorua Tea Company Ltd;93.0;93.0;93.0;7000
REA;Rea Vipingo Plantations Ltd;24.75;25.75;25.25;11200
SASN;Sasini Tea and Coffee Ltd;120.0;125.0;121.0;71800
WTK;Williamson Tea Kenya Ltd;110.0;115.0;114.0;1900
C&G;Car and General (K) Ltd;50.0;50.0;50.0;1600
CMC;CMC Holdings Ltd;155.0;161.0;155.0;19700
FIRE;Sameer Africa Ltd;24.0;27.0;26.0;138300
BBK;Barclays Bank Ltd;75.0;82.0;79.0;159400
DTK;Diamond Trust Bank Kenya Ltd;66.0;69.0;67.5;3700
EQTY;Equity Group Holdings Ltd;132.0;135.0;134.0;5600
HFCK;HF Group Limited;38.0;40.0;38.5;179500
KCB;Kenya Commercial Bank Ltd;205.0;210.0;209.0;122000
NBK;National Bank of Kenya Ltd;50.5;54.0;51.5;76500
NIC;NIC Bank Ltd;93.0;95.0;94.5;10000
CFC;Stanbic Holdings Ltd;84.0;90.0;87.0;2700
SCBK;Standard Chartered Bank Ltd;195.0;210.0;206.0;92500
XPRS;Express Ltd;23.5;26.75;24.75;14800
KQ;Kenya Airways Ltd;114.0;119.0;117.0;158100
NMG;Nation Media Group;300.0;310.0;300.0;31200
SGL;Standard Group Ltd;53.5;54.0;53.5;20700
TPSE;TPS Eastern Africa (Serena) Ltd;80.0;87.0;85.0;19100
SCAN;WPP ScanGroup Ltd;20.0;21.5;20.5;333900
ARM;ARM Cement Ltd;79.0;83.0;80.5;28800
BAMB;Bamburi Cement Ltd;199.0;205.0;200.0;18200
BERG;Crown Berger Ltd;39.0;40.0;39.75;11400
CABL;East African Cables Ltd;43.0;48.75;45.5;247800
PORT;East African Portland Cement Ltd;130.0;130.0;130.0;400
KENO;KenolKobil Ltd;101.0;108.0;101.0;25600
KEGN;Kenya Electricity Generating Company Ltd;29.0;32.0;30.5;1.55M
KPLC;Kenya Power and Lighting Ltd;240.0;260.0;257.0;74900
TOTL;Total Kenya Ltd;33.0;34.0;33.75;13200
JUB;Jubilee Holdings Ltd;270.0;290.0;281.0;83800
PAFR;Sanlam Kenya Plc;90.0;90.0;90.0;200
ICDC;Centum Investment Company Ltd;342.0;365.0;355.0;24400
OCH;Olympia Capital Holdings Ltd;24.0;25.0;24.75;4000
BAT;British American Tobacco Kenya Ltd;193.0;195.0;194.0;25100
EABL;East African Breweries Ltd;135.0;140.0;135.0;13600
MSC;Mumias Sugar Company Ltd;52.0;55.0;54.5;715400
UNGA;Unga Group Ltd;18.0;18.6;18.5;24500
^N20I;NSE 20-Share Index;5429.02;5429.02;5429.02;-
;;;;;
