Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20211201;27.55;27.55;27.55;27.55;-
20211202;27.55;27.55;27.55;27.55;-
20211203;27.55;27.55;27.55;27.55;-
20211206;27.65;27.65;27.65;27.55;1900
20211207;27.65;27.65;27.65;27.65;-
20211208;27.65;27.65;27.65;27.65;-
20211209;27.65;27.65;27.65;27.65;-
20211210;27.65;27.65;27.65;27.65;-
20211214;27.65;27.65;27.65;27.65;-
20211215;27.65;27.65;27.65;27.65;-
20211216;27.65;27.65;27.65;27.65;1800
20211217;27.65;27.65;27.65;27.65;-
20211220;27.65;27.65;27.65;27.65;-
20211221;27.65;27.65;27.65;27.65;-
20211222;27.65;27.65;27.65;27.65;-
20211223;27.65;27.65;27.65;27.65;-
20211224;27.65;27.65;27.65;27.65;-
20211228;27.65;27.65;27.65;27.65;-
20211229;27.65;27.65;27.65;27.65;-
20211230;27.65;27.65;27.65;27.65;-
20211231;27.65;27.65;27.65;27.65;-
