Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20220301;4.66;4.66;4.66;4.66;-
20220302;4.66;4.66;4.66;4.66;-
20220303;4.66;4.66;4.66;4.66;-
20220304;4.66;4.66;4.66;4.66;-
20220307;4.66;4.66;4.66;4.66;-
20220308;4.66;4.66;4.66;4.66;-
20220309;4.66;4.66;4.66;4.66;-
20220310;4.66;4.66;4.66;4.66;-
20220311;4.66;4.66;4.66;4.66;-
20220314;4.66;4.66;4.66;4.66;-
20220315;4.66;4.66;4.66;4.66;-
20220316;4.66;4.66;4.66;4.66;-
20220317;4.66;4.66;4.66;4.66;-
20220318;4.66;4.66;4.66;4.66;-
20220321;4.66;4.66;4.66;4.66;-
20220322;4.66;4.66;4.66;4.66;-
20220323;4.66;4.66;4.66;4.66;-
20220324;4.66;4.66;4.66;4.66;-
20220325;4.66;4.66;4.66;4.66;-
20220328;4.66;4.66;4.66;4.66;-
20220329;4.66;4.66;4.66;4.66;-
20220330;4.66;4.66;4.66;4.66;-
20220331;4.66;4.66;4.66;4.66;-
