KUKZ;Kakuzi;32.0;35.5;33.0;-;700
SASN;Sasini Tea and Coffee Ltd;40.0;42.25;40.5;-;26400
WTK;Williamson Tea Kenya Ltd;81.0;81.0;81.0;-;3000
CMC;CMC Holdings Ltd;99.5;106.0;104.0;-;29800
FIRE;Sameer Africa Ltd;15.0;16.0;15.55;-;161500
BBK;Barclays Bank Ltd;304.0;307.0;304.0;-;7200
DTK;Diamond Trust Bank Kenya Ltd;68.0;71.0;69.5;-;22000
EQTY;Equity Group Holdings Ltd;113.0;123.0;120.0;-;151400
HFCK;HF Group Limited;38.0;43.0;41.25;-;154300
KCB;Kenya Commercial Bank Ltd;178.0;181.0;179.0;-;176900
NBK;National Bank of Kenya Ltd;48.0;54.0;51.5;-;132000
NIC;NIC Bank Ltd;89.0;99.0;95.5;-;13100
CFC;Stanbic Holdings Ltd;85.0;88.0;86.5;-;1000
SCBK;Standard Chartered Bank Ltd;158.0;160.0;159.0;-;78500
XPRS;Express Ltd;21.0;25.0;24.25;-;22400
KQ;Kenya Airways Ltd;112.0;120.0;116.0;-;101500
NMG;Nation Media Group;204.0;210.0;205.0;-;5900
SGL;Standard Group Ltd;43.0;44.0;43.5;-;3000
TPSE;TPS Eastern Africa (Serena) Ltd;95.0;102.0;99.5;-;7800
SCAN;WPP ScanGroup Ltd;24.5;26.0;25.5;-;540500
ARM;ARM Cement Ltd;85.0;94.0;89.5;-;80000
BAMB;Bamburi Cement Ltd;182.0;190.0;183.0;-;5000
BERG;Crown Berger Ltd;34.5;35.0;34.75;-;11300
CABL;East African Cables Ltd;99.0;110.0;101.0;-;471600
PORT;East African Portland Cement Ltd;129.0;139.0;138.0;-;3600
KENO;KenolKobil Ltd;115.0;120.0;116.0;-;9600
KEGN;Kenya Electricity Generating Company Ltd;31.0;35.0;34.25;-;1.16M
KPLC;Kenya Power and Lighting Ltd;200.0;210.0;204.0;-;88400
TOTL;Total Kenya Ltd;36.0;38.0;37.25;-;26000
JUB;Jubilee Holdings Ltd;160.0;166.0;160.0;-;3100
PAFR;Sanlam Kenya Plc;81.0;81.0;81.0;-;1000
ICDC;Centum Investment Company Ltd;180.0;190.0;184.0;-;17900
OCH;Olympia Capital Holdings Ltd;14.7;15.5;15.45;-;3100
BAT;British American Tobacco Kenya Ltd;185.0;197.0;189.0;-;11000
EABL;East African Breweries Ltd;135.0;144.0;140.0;-;30500
MSC;Mumias Sugar Company Ltd;55.5;60.0;59.0;-;143900
UNGA;Unga Group Ltd;17.0;18.0;17.85;-;15800
^N20I;NSE 20-Share Index;4585.94;4585.94;4585.94;4523.8;-
;;;;;;
