EGAD;Eaagads Ltd;17.0;18.0;17.45;4300
KUKZ;Kakuzi;37.0;42.0;39.75;34900
KAPC;Kapchorua Tea Company Ltd;87.0;87.0;87.0;200
REA;Rea Vipingo Plantations Ltd;25.0;27.5;26.5;94100
SASN;Sasini Tea and Coffee Ltd;50.0;55.0;52.0;144900
WTK;Williamson Tea Kenya Ltd;78.0;83.0;78.5;2700
CMC;CMC Holdings Ltd;117.0;130.0;123.0;122000
FIRE;Sameer Africa Ltd;15.0;16.0;15.25;467500
BBK;Barclays Bank Ltd;330.0;360.0;339.0;62900
DTK;Diamond Trust Bank Kenya Ltd;78.0;85.0;78.5;135100
EQTY;Equity Group Holdings Ltd;119.0;130.0;128.0;92500
HFCK;HF Group Limited;57.0;67.0;63.0;287500
KCB;Kenya Commercial Bank Ltd;198.0;220.0;208.0;208500
NBK;National Bank of Kenya Ltd;67.5;76.0;72.0;391800
NIC;NIC Bank Ltd;97.0;100.0;99.0;98100
CFC;Stanbic Holdings Ltd;87.0;92.0;89.5;29900
SCBK;Standard Chartered Bank Ltd;167.0;194.0;174.0;106300
XPRS;Express Ltd;24.5;25.0;24.5;65900
KQ;Kenya Airways Ltd;138.0;147.0;144.0;1.17M
NMG;Nation Media Group;216.0;220.0;219.0;52700
SGL;Standard Group Ltd;57.5;60.0;59.5;111200
TPSE;TPS Eastern Africa (Serena) Ltd;85.0;95.0;86.5;177100
SCAN;WPP ScanGroup Ltd;25.5;27.0;26.25;957300
ARM;ARM Cement Ltd;86.0;94.0;92.0;136100
BAMB;Bamburi Cement Ltd;190.0;200.0;196.0;13000
BERG;Crown Berger Ltd;36.0;36.0;36.0;12800
CABL;East African Cables Ltd;57.0;63.5;60.0;1.87M
PORT;East African Portland Cement Ltd;141.0;148.0;143.0;3600
KENO;KenolKobil Ltd;117.0;120.0;118.0;11000
KEGN;Kenya Electricity Generating Company Ltd;31.0;33.0;32.0;1.17M
KPLC;Kenya Power and Lighting Ltd;256.0;300.0;276.0;375500
TOTL;Total Kenya Ltd;34.25;37.0;35.5;136200
JUB;Jubilee Holdings Ltd;180.0;194.0;187.0;10300
PAFR;Sanlam Kenya Plc;92.0;96.0;95.0;16200
ICDC;Centum Investment Company Ltd;239.0;263.0;254.0;92900
OCH;Olympia Capital Holdings Ltd;15.0;15.0;15.0;700
BAT;British American Tobacco Kenya Ltd;190.0;195.0;192.0;14300
EABL;East African Breweries Ltd;140.0;145.0;141.0;188000
MSC;Mumias Sugar Company Ltd;54.0;60.0;55.0;880800
UNGA;Unga Group Ltd;17.0;17.0;17.0;26500
^N20I;NSE 20-Share Index;4876.13;4876.13;4876.13;-
;;;;;
