EGAD;Eaagads Ltd;17.0;17.0;17.0;17.0;8100
KUKZ;Kakuzi;38.0;40.0;38.0;38.5;2400
KAPC;Kapchorua Tea Company Ltd;80.0;80.0;80.0;87.0;100
SASN;Sasini Tea and Coffee Ltd;45.0;53.0;46.25;48.75;635500
C&G;Car and General (K) Ltd;40.0;40.0;40.0;37.5;500
CMC;CMC Holdings Ltd;117.0;130.0;125.0;125.0;313000
FIRE;Sameer Africa Ltd;15.5;17.25;16.95;15.6;63600
BBK;Barclays Bank Ltd;320.0;350.0;348.0;343.0;77200
DTK;Diamond Trust Bank Kenya Ltd;74.0;83.5;77.5;77.5;88400
EQTY;Equity Group Holdings Ltd;118.0;130.0;123.0;127.0;260200
HFCK;HF Group Limited;55.0;58.0;56.5;61.0;231700
KCB;Kenya Commercial Bank Ltd;175.0;210.0;193.0;194.0;188900
NBK;National Bank of Kenya Ltd;55.0;60.0;57.0;63.5;314100
NIC;NIC Bank Ltd;96.0;105.0;100.0;97.5;258700
CFC;Stanbic Holdings Ltd;82.0;85.0;84.5;89.5;11500
SCBK;Standard Chartered Bank Ltd;168.0;171.0;168.0;171.0;15700
XPRS;Express Ltd;23.5;25.0;24.0;24.5;77300
KQ;Kenya Airways Ltd;126.0;133.0;129.0;139.0;523000
NMG;Nation Media Group;205.0;220.0;218.0;211.0;50300
SGL;Standard Group Ltd;54.0;58.0;56.5;59.5;47700
TPSE;TPS Eastern Africa (Serena) Ltd;85.0;92.0;85.5;85.0;173300
SCAN;WPP ScanGroup Ltd;26.0;29.75;27.75;26.25;1.55M
ARM;ARM Cement Ltd;83.0;91.5;87.5;86.0;71300
BAMB;Bamburi Cement Ltd;190.0;205.0;193.0;194.0;25800
BERG;Crown Berger Ltd;33.5;35.0;34.0;34.75;49500
CABL;East African Cables Ltd;61.5;68.0;67.5;64.0;526900
PORT;East African Portland Cement Ltd;130.0;130.0;130.0;137.0;3600
KENO;KenolKobil Ltd;115.0;120.0;116.0;116.0;16100
KEGN;Kenya Electricity Generating Company Ltd;32.0;35.0;32.75;32.5;1.34M
KPLC;Kenya Power and Lighting Ltd;225.0;250.0;249.0;250.0;87400
TOTL;Total Kenya Ltd;35.0;37.0;35.75;36.0;82800
JUB;Jubilee Holdings Ltd;186.0;200.0;188.0;186.0;9900
ICDC;Centum Investment Company Ltd;220.0;244.0;239.0;243.0;155500
OCH;Olympia Capital Holdings Ltd;14.0;15.0;14.8;14.0;5100
BAT;British American Tobacco Kenya Ltd;187.0;195.0;189.0;189.0;31700
EABL;East African Breweries Ltd;143.0;146.0;143.0;141.0;206800
MSC;Mumias Sugar Company Ltd;52.0;55.0;54.0;55.0;763800
UNGA;Unga Group Ltd;15.7;17.0;16.8;16.25;90600
^N20I;NSE 20-Share Index;4778.35;4778.35;4778.35;4769.13;-
;;;;;;
