Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20210802;5.86;6.7;6.14;6.5;3000
20210803;6.4;6.5;6.46;6.14;200
20210804;6.4;6.4;6.4;6.46;500
20210805;6.4;6.4;6.4;6.4;100
20210806;6.4;6.4;6.4;6.4;-
20210809;6.4;6.4;6.4;6.4;-
20210810;6.2;6.88;6.4;6.4;3100
20210811;6.4;6.4;6.4;6.4;-
20210812;7.0;7.0;7.0;6.4;200
20210813;6.98;7.0;7.0;7.0;900
20210816;6.3;7.0;6.86;7.0;500
20210817;6.5;6.96;6.56;6.86;700
20210818;6.56;6.56;6.56;6.56;-
20210819;6.3;6.54;6.5;6.56;5900
20210820;6.54;6.54;6.54;6.5;7400
20210823;6.3;7.0;6.64;6.54;145100
20210824;7.0;7.2;7.2;6.64;2700
20210825;6.54;7.2;7.1;7.2;600
20210826;7.1;7.1;7.1;7.1;600
20210827;7.0;7.12;7.06;7.1;2400
20210830;7.0;7.0;7.0;7.06;300
20210831;7.0;7.0;7.0;7.0;400
