20141103;16.8;17.0;16.8;16.8;148500
20141104;16.7;17.0;16.9;16.8;1.20M
20141105;16.6;16.9;16.75;16.9;805900
20141106;16.4;16.85;16.5;16.75;135500
20141107;16.45;16.8;16.55;16.5;150000
20141110;16.6;16.8;16.6;16.55;236400
20141111;16.6;16.9;16.75;16.6;396300
20141112;16.9;17.1;16.95;16.75;1.09M
20141113;17.05;17.25;17.1;16.95;462600
20141114;17.1;17.2;17.1;17.1;567400
20141117;17.0;17.15;17.05;17.1;495000
20141118;16.5;17.0;16.9;17.05;636400
20141119;16.9;17.0;16.9;16.9;3.33M
20141120;16.9;17.0;16.9;16.9;1.02M
20141121;16.95;17.1;16.95;16.9;844700
20141124;16.6;16.95;16.75;16.95;352600
20141125;16.7;17.0;16.8;16.75;1.21M
20141126;16.8;17.05;16.95;16.8;185900
20141127;16.8;17.0;16.95;16.95;1.19M
20141128;16.95;17.15;17.0;16.95;743000
