Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;11.0;11.0;11.0;10.05;100
KUKZ;Kakuzi;320.0;320.0;320.0;340.0;300
KAPC;Kapchorua Tea Kenya Plc;77.5;77.5;77.5;77.5;-
LIMT;Limuru Tea Plc;440.0;440.0;440.0;440.0;100
SASN;Sasini Tea and Coffee Ltd;17.9;18.45;18.4;17.8;2300
WTK;Williamson Tea Kenya Plc;131.0;131.0;131.0;133.0;900
CGEN;Car and General (K) Ltd;24.0;24.0;24.0;24.0;500
ABSA;ABSA Bank Kenya Plc;12.8;13.1;13.0;13.0;1610400
BKG;BK Group Plc;22.65;22.65;22.65;22.65;-
COOP;Co-operative Bank of Kenya Ltd;15.0;15.4;15.2;15.4;155200
DTK;Diamond Trust Bank Kenya Ltd;110.5;115.0;112.0;113.5;134800
EQTY;Equity Group Holdings Ltd;49.9;50.25;50.0;50.5;7156600
HFCK;HF Group Ltd;5.7;6.0;5.72;5.76;10300
IMH;I & M Holdings Plc;55.0;56.5;55.25;56.5;42600
KCB;KCB Group Plc;52.0;52.5;52.0;52.25;1162300
NBK;National Bank of Kenya Ltd;4.12;4.12;4.12;4.12;-
NCBA;NCBA Group Plc;36.0;36.5;36.15;36.3;19900
SBIC;Stanbic Holdings Plc;108.0;110.0;109.25;105.25;600
SCBK;Standard Chartered Bank Kenya Ltd;200.0;204.0;200.25;205.0;8800
DCON;Deacons (East Africa) Plc;0.45;0.45;0.45;0.45;-
EVRD;Eveready East Africa Ltd;1.11;1.2;1.12;1.16;6200
XPRS;Express Ltd;5.7;6.0;5.72;6.26;1200
KQ;Kenya Airways Plc;2.45;2.5;2.5;2.48;58200
LKL;Longhorn Publishers Plc;5.82;6.06;5.98;6.08;17300
NBV;Nairobi Business Ventures Ltd;0.76;0.76;0.76;0.76;-
NMG;Nation Media Group Plc;36.0;36.75;36.05;35.1;2200
SMER;Sameer Africa Plc;2.56;2.7;2.57;2.57;1100
SGL;Standard Group Ltd;26.95;26.95;26.95;26.95;200
TPSE;TPS Eastern Africa (Serena) Ltd;18.0;18.0;18.0;17.6;1800
UCHM;Uchumi Supermarket Ltd;0.28;0.29;0.29;0.28;51200
SCAN;WPP ScanGroup Plc;16.85;18.45;17.75;16.85;1400
ARM;ARM Cement Ltd;5.55;5.55;5.55;5.55;-
BAMB;Bamburi Cement Ltd;66.0;70.0;66.5;70.0;2000
CRWN;Crown Berger Ltd;65.0;65.0;65.0;65.0;-
CABL;East African Cables Ltd;2.13;2.3;2.19;2.13;64500
PORT;East African Portland Cement Ltd;13.0;13.0;13.0;13.0;-
KEGN;Kenya Electricity Generating Company Plc;5.54;5.8;5.6;5.58;251500
KPLC;Kenya Power and Lighting Ltd;2.78;2.9;2.85;2.79;223000
KPLC-P4;KPLC-P4;5.0;5.0;5.0;5.0;-
KPLC-P7;KPLC-P7;6.0;6.0;6.0;6.0;-
TOTL;Total Kenya Ltd;27.75;27.8;27.8;28.0;9900
UMME;Umeme Ltd;8.0;8.0;8.0;8.0;18000
BRIT;Britam Holdings Ltd;8.84;9.08;8.96;9.2;95200
CIC;CIC Insurance Group Ltd;2.8;2.9;2.82;2.9;127100
JUB;Jubilee Holdings Ltd;360.0;360.0;360.0;360.0;-
KNRE;Kenya Re-Insurance Corporation Ltd;2.98;3.1;3.01;3.02;340000
LBTY;Liberty Kenya Holdings Ltd;10.3;10.4;10.4;10.35;1200
SLAM;Sanlam Kenya Plc;17.55;17.55;17.55;17.55;-
CTUM;Centum Investment Company Ltd;28.4;29.0;28.65;28.4;6200
HAFR;Home Afrika Ltd;0.45;0.5;0.45;0.5;1247800
KURV;Kurwitu Ventures Ltd;1500.0;1500.0;1500.0;1500.0;-
OCH;Olympia Capital Holdings Ltd;2.2;2.2;2.2;2.2;19100
TCL;Trans-Century Ltd;2.32;2.52;2.42;2.52;21000
NSE;Nairobi Securities Exchange Plc;11.0;11.1;11.05;11.1;3400
BAT;BAT Kenya Plc;485.0;490.0;485.75;490.0;700
BOC;BOC Kenya Plc;63.0;63.0;63.0;63.0;1200
CARB;Carbacid Investments Plc;9.0;9.3;9.2;9.0;2500
EABL;East African Breweries Ltd;210.0;215.0;215.0;212.0;403100
FTGH;Flame Tree Group Holdings Ltd;1.85;2.0;1.9;2.01;3100
ORCH;Kenya Orchards Ltd;12.5;12.5;12.5;12.5;-
UNGA;Unga Group Ltd;32.0;32.0;32.0;31.3;300
SCOM;Safaricom Plc;30.05;30.8;30.6;30.05;4690800
FAHR;Stanlib Fahari Income-REIT;9.68;9.68;9.68;9.06;1400
GLD;Barclays NewGold ETF;1520.0;1520.0;1520.0;1520.0;-
^FNK15;FTSE NSE Kenya 15 Index;215.35;217.01;216.49;215.87;-
^FNK25;FTSE NSE Kenya 25 Index;222.07;224.65;223.86;222.56;-
^N20I;NSE 20-Share Index;2602.01;2602.01;2602.01;2603.36;-
^N25I;NSE 25-Share Index;4021.36;4021.36;4021.36;4008.66;-
^NASI;NSE All-Share Index;162.33;162.33;162.33;161.21;-
^ZKEQTK;Zamara Kenya Equity Index (KES);2131.74;2131.74;2131.74;2130.87;-
^ZKEQTU;Zamara Kenya Equity Index (USD);1821.76;1821.76;1821.76;1817.41;-
;;;;;;
