Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20210602;7.1;7.3;7.16;7.26;64200
20210603;7.1;7.3;7.2;7.16;29400
20210604;7.12;7.2;7.12;7.2;2800
20210607;7.1;7.2;7.12;7.12;32100
20210608;7.1;7.3;7.2;7.12;58700
20210609;7.12;7.36;7.28;7.2;16200
20210610;7.2;7.48;7.26;7.28;7400
20210611;7.2;7.36;7.26;7.26;9800
20210614;7.12;7.26;7.2;7.26;38600
20210615;7.0;7.5;7.34;7.2;45100
20210616;7.1;7.3;7.12;7.34;22000
20210617;7.12;7.3;7.14;7.12;60500
20210618;7.3;7.4;7.32;7.14;600
20210621;7.12;7.48;7.38;7.32;15100
20210622;7.3;7.48;7.3;7.38;10400
20210623;7.3;7.38;7.3;7.3;69900
20210624;7.0;7.3;7.08;7.3;321800
20210625;7.22;7.5;7.36;7.08;56800
20210628;7.12;7.5;7.22;7.36;22000
20210629;7.22;7.4;7.32;7.22;16200
20210630;7.22;7.32;7.24;7.32;10000
