Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20210602;14.5;15.0;14.7;14.55;33900
20210603;14.8;15.4;14.9;14.7;42400
20210604;14.85;15.6;15.1;14.9;19300
20210607;15.25;16.55;15.75;15.1;31400
20210608;15.5;16.55;16.0;15.75;56700
20210609;15.75;16.55;15.85;16.0;81800
20210610;15.9;16.3;16.05;15.85;34400
20210611;16.0;16.2;16.0;16.05;70800
20210614;16.0;16.25;16.05;16.0;36800
20210615;15.75;16.0;15.8;16.05;86600
20210616;15.8;16.0;15.9;15.8;15500
20210617;15.5;16.05;15.55;15.9;1702900
20210618;15.5;15.8;15.5;15.55;160700
20210621;15.0;15.5;15.35;15.5;22800
20210622;15.2;15.75;15.4;15.35;250900
20210623;15.2;15.5;15.4;15.4;316800
20210624;15.15;15.5;15.4;15.4;111800
20210625;15.45;15.95;15.7;15.4;36500
20210628;15.65;16.0;15.9;15.7;78000
20210629;15.95;16.55;16.0;15.9;3032100
20210630;16.5;17.45;17.4;16.0;124000
