Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20180201;181.57;181.57;181.57;180.6;-
20180202;181.69;181.69;181.69;181.57;-
20180205;181.91;181.91;181.91;181.69;-
20180206;181.38;181.38;181.38;181.91;-
20180207;178.11;178.11;178.11;181.38;-
20180208;180.39;180.39;180.39;178.11;-
20180209;179.96;179.96;179.96;180.39;-
20180212;177.78;177.78;177.78;179.96;-
20180213;178.35;178.35;178.35;177.78;-
20180214;178.96;178.96;178.96;178.35;-
20180215;178.66;178.66;178.66;178.96;-
20180216;180.25;180.25;180.25;178.66;-
20180220;181.74;181.74;181.74;180.25;-
20180221;181.71;181.71;181.71;181.74;-
20180222;180.75;180.75;180.75;181.71;-
20180223;180.78;180.78;180.78;180.75;-
20180226;180.64;180.64;180.64;180.78;-
20180227;180.68;180.68;180.68;180.64;-
20180228;180.68;180.68;180.68;180.68;-
