Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;13.0;13.0;13.0;13.0;-
KUKZ;Kakuzi Plc;385.25;385.25;385.25;385.25;-
KAPC;Kapchorua Tea Kenya Plc;90.0;90.0;90.0;90.0;-
LIMT;Limuru Tea Plc;320.0;320.0;320.0;320.0;-
SASN;Sasini Plc;19.9;19.95;19.95;19.9;8500
WTK;Williamson Tea Kenya Plc;134.0;134.0;134.0;134.0;-
CGEN;Car and General (K) Ltd;31.0;31.0;31.0;31.0;100
ABSA;ABSA Bank Kenya Plc;10.4;10.6;10.5;10.5;50400
BKG;BK Group Plc;27.7;29.7;27.85;28.0;20600
COOP;Co-operative Bank of Kenya Ltd;13.2;13.6;13.55;13.3;2816900
DTK;Diamond Trust Bank Kenya Ltd;64.0;64.0;64.0;64.0;300
EQTY;Equity Group Holdings Plc;50.0;52.0;51.25;51.75;3843700
HFCK;HF Group Ltd;3.99;3.99;3.99;3.93;500
IMH;I & M Holdings Plc;22.8;23.0;22.9;22.65;2800
KCB;KCB Group Plc;47.0;47.85;47.05;47.95;4419900
NBK;National Bank of Kenya Ltd;4.12;4.12;4.12;4.12;-
NCBA;NCBA Group Plc;27.8;27.95;27.85;26.95;42300
SBIC;Stanbic Holdings Plc;89.75;91.0;91.0;91.0;72700
SCBK;Standard Chartered Bank Kenya Ltd;130.0;132.0;130.25;130.5;4200
DCON;Deacons (East Africa) Plc;0.45;0.45;0.45;0.45;-
EVRD;Eveready East Africa Ltd;0.97;1.0;0.98;1.02;900
XPRS;Express Kenya Plc;4.61;4.61;4.61;4.61;-
KQ;Kenya Airways Plc;3.83;3.83;3.83;3.83;-
LKL;Longhorn Publishers Plc;4.0;4.2;4.0;4.3;330200
NBV;Nairobi Business Ventures Ltd;6.62;7.42;6.9;6.78;134600
NMG;Nation Media Group Plc;25.05;25.1;25.05;25.05;19100
SMER;Sameer Africa Plc;3.0;3.5;3.21;3.27;51000
SGL;Standard Group Plc;17.45;17.45;17.45;17.45;-
TPSE;TPS Eastern Africa (Serena) Ltd;16.0;16.0;16.0;16.0;100
UCHM;Uchumi Supermarket Plc;0.22;0.24;0.24;0.23;22000
SCAN;WPP ScanGroup Plc;5.38;5.4;5.4;5.2;70200
ARM;ARM Cement Plc;5.55;5.55;5.55;5.55;-
BAMB;Bamburi Cement Ltd;36.55;38.0;36.85;37.2;23700
CRWN;Crown Paints Kenya Plc;32.0;32.0;32.0;32.0;2000
CABL;East African Cables Ltd;1.5;1.61;1.55;1.53;1800
PORT;East African Portland Cement Ltd;7.8;8.5;8.26;8.44;1600
KEGN;Kenya Electricity Generating Company Plc;4.7;4.85;4.75;4.74;91700
KPLC-P4;KPLC-P4;4.53;4.53;4.53;4.53;-
KPLC-P7;KPLC-P7;6.0;6.0;6.0;6.0;-
KPLC;Kenya Power and Lighting Company Plc;1.66;1.69;1.68;1.68;517000
TOTL;Total Kenya Ltd;24.5;24.5;24.5;25.35;100
UMME;Umeme Ltd;6.7;7.0;6.86;6.6;200
BRIT;Britam Holdings Plc;8.0;8.3;8.16;8.22;31600
CIC;CIC Insurance Group Ltd;2.6;2.76;2.68;2.69;81400
JUB;Jubilee Holdings Ltd;350.0;350.0;350.0;347.0;1300
KNRE;Kenya Re-Insurance Corporation Ltd;2.49;2.52;2.5;2.5;70500
LBTY;Liberty Kenya Holdings Ltd;8.0;8.28;8.04;8.12;14600
SLAM;Sanlam Kenya Plc;11.5;11.8;11.75;11.5;2200
CTUM;Centum Investment Company Plc;17.0;17.4;17.05;17.0;168300
HAFR;Home Afrika Ltd;0.39;0.4;0.4;0.4;29100
KURV;Kurwitu Ventures Ltd;1500.0;1500.0;1500.0;1500.0;-
OCH;Olympia Capital Holdings Ltd;2.0;2.0;2.0;2.0;1000
TCL;Trans-Century Plc;1.3;1.3;1.3;1.4;800
NSE;Nairobi Securities Exchange Plc;9.0;9.9;9.08;9.12;32400
BOC;BOC Kenya Plc;72.5;73.0;72.75;74.25;500
BAT;British American Tobacco Kenya Plc;445.0;445.0;445.0;445.75;3000
CARB;Carbacid Investments Plc;11.9;12.0;11.9;11.45;1500
EABL;East African Breweries Ltd;173.0;174.0;173.25;174.0;14300
FTGH;Flame Tree Group Holdings Ltd;1.35;1.35;1.35;1.35;4800
ORCH;Kenya Orchards Ltd;10.4;10.4;10.4;10.4;-
UNGA;Unga Group Ltd;30.0;30.0;30.0;30.0;10700
SCOM;Safaricom Plc;41.65;42.0;41.85;41.8;7928200
FAHR;Stanlib Fahari Income-REIT;7.0;7.48;7.0;7.0;11900
GLD;ABSA NewGold ETF;1855.0;1855.0;1855.0;1830.0;100
^FNK15;FTSE NSE Kenya 15 Index;213.95;216.89;215.8;216.85;-
^FNK25;FTSE NSE Kenya 25 Index;236.01;238.54;237.57;238.26;-
^N20I;NSE 20-Share Index;2043.06;2043.06;2043.06;2039.21;-
^N25I;NSE 25-Share Index;3930.22;3930.22;3930.22;3934.0;-
^NASI;NSE All-Share Index;178.2;178.2;178.2;178.2;-
^ZKEQTK;Zamara Kenya Equity Index (KES);2202.16;2202.16;2202.16;2212.84;-
^ZKEQTU;Zamara Kenya Equity Index (USD);1717.45;1717.45;1717.45;1727.34;-
;;;;;;
