Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;14.0;14.0;14.0;14.0;-
KUKZ;Kakuzi Plc;383.25;383.25;383.25;410.0;100
KAPC;Kapchorua Tea Kenya Plc;88.5;88.5;88.5;88.5;-
LIMT;Limuru Tea Plc;320.0;320.0;320.0;320.0;21400
SASN;Sasini Plc;18.5;18.5;18.5;18.7;1700
WTK;Williamson Tea Kenya Plc;135.0;135.0;135.0;137.0;300
CGEN;Car and General (K) Ltd;33.5;33.5;33.5;33.5;-
ABSA;ABSA Bank Kenya Plc;10.5;11.0;10.9;10.95;644700
BKG;BK Group Plc;40.0;40.0;40.0;40.0;-
COOP;Co-operative Bank of Kenya Ltd;13.5;13.75;13.55;13.65;1208700
DTK;Diamond Trust Bank Kenya Ltd;65.25;65.25;65.25;65.0;4000
EQTY;Equity Group Holdings Plc;52.0;53.0;52.5;53.25;515700
HFCK;HF Group Ltd;3.65;3.99;3.71;3.77;26800
IMH;I & M Holdings Plc;23.0;23.3;23.0;23.25;883700
KCB;KCB Group Plc;47.65;48.35;48.0;48.5;1698400
NBK;National Bank of Kenya Ltd;4.12;4.12;4.12;4.12;-
NCBA;NCBA Group Plc;27.85;28.4;28.05;28.15;130900
SBIC;Stanbic Holdings Plc;91.0;91.0;91.0;91.0;4000
SCBK;Standard Chartered Bank Kenya Ltd;137.0;139.0;137.75;138.25;79100
DCON;Deacons (East Africa) Plc;0.45;0.45;0.45;0.45;-
EVRD;Eveready East Africa Ltd;0.94;1.0;0.98;0.95;2400
XPRS;Express Kenya Plc;4.55;4.55;4.55;4.6;100
KQ;Kenya Airways Plc;3.83;3.83;3.83;3.83;-
LKL;Longhorn Publishers Plc;4.0;4.04;4.02;4.0;45400
NBV;Nairobi Business Ventures Ltd;5.64;5.86;5.74;5.34;188500
NMG;Nation Media Group Plc;25.0;25.1;25.0;25.0;6800
SMER;Sameer Africa Plc;3.88;3.88;3.88;3.88;-
SGL;Standard Group Plc;18.0;18.0;18.0;18.65;200
TPSE;TPS Eastern Africa (Serena) Ltd;14.05;14.05;14.05;15.0;400
UCHM;Uchumi Supermarket Plc;0.25;0.26;0.25;0.25;303200
SCAN;WPP ScanGroup Plc;3.67;4.5;4.06;3.6;1231100
ARM;ARM Cement Plc;5.55;5.55;5.55;5.55;-
BAMB;Bamburi Cement Ltd;37.5;38.0;37.5;37.55;887700
CRWN;Crown Paints Kenya Plc;29.5;30.8;30.1;28.05;24600
CABL;East African Cables Ltd;1.58;1.6;1.58;1.58;66000
PORT;East African Portland Cement Ltd;7.5;7.5;7.5;7.5;-
KEGN;Kenya Electricity Generating Company Plc;4.5;4.88;4.83;4.71;176200
KPLC-P4;KPLC-P4;4.53;4.53;4.53;4.53;-
KPLC-P7;KPLC-P7;6.0;6.0;6.0;6.0;-
KPLC;Kenya Power and Lighting Company Plc;1.38;1.41;1.39;1.4;266000
TOTL;Total Kenya Ltd;25.25;25.5;25.3;25.75;1500
UMME;Umeme Ltd;7.0;7.0;7.0;7.0;-
BRIT;Britam Holdings Plc;8.1;8.4;8.3;8.18;605000
CIC;CIC Insurance Group Ltd;2.89;3.0;2.9;2.75;3400
JUB;Jubilee Holdings Ltd;374.0;374.0;374.0;374.0;-
KNRE;Kenya Re-Insurance Corporation Ltd;2.45;2.51;2.45;2.48;1011300
LBTY;Liberty Kenya Holdings Ltd;8.5;8.5;8.5;8.96;6400
SLAM;Sanlam Kenya Plc;10.5;10.5;10.5;10.5;-
CTUM;Centum Investment Company Plc;16.7;17.0;16.85;16.8;18100
HAFR;Home Afrika Ltd;0.34;0.39;0.38;0.36;358900
KURV;Kurwitu Ventures Ltd;1500.0;1500.0;1500.0;1500.0;-
OCH;Olympia Capital Holdings Ltd;2.01;2.01;2.01;2.2;3800
TCL;Trans-Century Plc;1.3;1.32;1.3;1.27;20800
NSE;Nairobi Securities Exchange Plc;9.5;10.3;9.68;10.15;54500
BOC;BOC Kenya Plc;66.5;66.5;66.5;66.5;-
BAT;British American Tobacco Kenya Plc;456.0;457.0;456.5;460.0;500
CARB;Carbacid Investments Plc;11.4;11.45;11.45;11.5;10200
EABL;East African Breweries Ltd;176.5;177.0;176.75;175.75;15600
FTGH;Flame Tree Group Holdings Ltd;1.34;1.35;1.35;1.35;72500
ORCH;Kenya Orchards Ltd;10.4;10.4;10.4;10.4;-
UNGA;Unga Group Ltd;33.0;33.0;33.0;33.0;-
SCOM;Safaricom Plc;42.0;42.95;42.6;42.6;6425500
FAHR;Stanlib Fahari Income-REIT;6.54;7.0;6.98;6.54;16300
GLD;ABSA NewGold ETF;1890.0;1890.0;1890.0;1890.0;-
^FNK15;FTSE NSE Kenya 15 Index;217.97;220.86;219.7;220.86;-
^FNK25;FTSE NSE Kenya 25 Index;240.57;243.11;242.19;243.0;-
^N20I;NSE 20-Share Index;2026.14;2026.14;2026.14;2020.77;-
^N25I;NSE 25-Share Index;4004.08;4004.08;4004.08;4018.77;-
^NASI;NSE All-Share Index;182.03;182.03;182.03;182.33;-
^ZKEQTK;Zamara Kenya Equity Index (KES);2243.91;2243.91;2243.91;2256.92;-
^ZKEQTU;Zamara Kenya Equity Index (USD);1757.97;1757.97;1757.97;1768.16;-
;;;;;;
